sample_id,N,alpha_true,m,V0,E,L,hbar,M_eff_true,M_eff_noisy,logA_clean,logA_noisy,A_noisy
3013,201,0.40234982570307726,1.0,1.3003174608037107,0.4498866479873261,1.8438498173828646,1.0,8.446767344632066,7.4690285960099025,-6.988843285496749,-6.989868369251602,0.000921167777693329
3014,303,0.2514462611617335,1.0,0.7535028609796657,0.25665609650273535,1.0177685912323766,1.0,4.20677681032601,3.9289967268827564,-2.080894252526532,-2.082876614560444,0.12457135252906881
3015,272,0.47865805400052364,1.0,0.5209072302889328,0.09680269990081905,1.572858410658935,1.0,14.632752061354331,15.116485816448513,-5.541203370103329,-5.5993092083872265,0.00370041905222409
3016,322,0.38517572053540894,1.0,1.1051166889309316,0.38500824992014593,1.0038462698368327,1.0,9.24624064653509,9.181347316594033,-3.663226344535822,-3.5613342308387086,0.028400906058978926
3017,460,0.25049968291826674,1.0,1.3132200422500304,0.12757173717989148,1.1551257876545664,1.0,4.645366594380819,4.951846749756696,-3.8338243893949806,-3.8198216743585918,0.021931711532093896
3018,111,0.3969655002721904,1.0,0.9529614777647707,0.11222436370725779,1.8559202809550923,1.0,6.485189330020525,6.470473354424838,-6.128663194659952,-6.027413802785121,0.002411723111859022
3019,160,0.24391073761107185,1.0,1.3986253636993866,0.5282629442050032,1.6577016603633459,1.0,3.448327699618813,3.668272063280221,-4.061399406998654,-4.095114757041214,0.01665383502841307
3020,403,0.40829529281302984,1.0,1.0866353951605676,0.09172794401495458,1.220956940181373,1.0,11.580672678368199,11.555017969457975,-5.861025092707674,-5.8844091309226005,0.0027824898268980136
3021,413,0.2929872355414873,1.0,0.687808456984156,0.1397260767156056,1.3946122882239125,1.0,5.840364788599739,5.925922735362711,-3.528672823225646,-3.5388900158447942,0.029045549295312778
3022,289,0.49802904226549527,1.0,1.2478286247963968,0.47266266645210236,1.9790535651354928,1.0,16.81119538693848,19.186691134710898,-10.103438234749882,-10.14137797634824,3.94144532036034e-05
3023,240,0.3542234480459732,1.0,1.0524188167478754,0.25553630767666097,0.8418117439596435,1.0,6.968296685436909,7.0985317832665356,-2.8053718954687548,-2.7586923471342617,0.06337458615857867
3024,153,0.2956483814337823,1.0,0.7862326350776254,0.162169411778936,1.558898564347549,1.0,4.424869689664106,4.384852098776741,-3.66351009501539,-3.6378538515914403,0.02630874589371621
3025,291,0.3554809751035836,1.0,0.8201839560535971,0.19249947249885507,0.8489136683444403,1.0,7.513928917446839,8.654825332275387,-2.6072505134638706,-2.6394479008533027,0.0714006789303552
3026,153,0.3168599358370938,1.0,1.3455836583737333,0.052355972844057484,1.6298425861405235,1.0,4.923128670335988,4.906324625511635,-5.815924353982439,-5.83308457992871,0.002929028209943584
3027,172,0.37774725975152734,1.0,0.8359590336614002,0.10163321745319567,1.499358928390918,1.0,6.989799927790579,7.530065535981361,-4.803937834539843,-4.822315317500414,0.008048131570780149
3028,241,0.2869259436492743,1.0,0.5137704801343622,0.10119331465077333,1.9727920220746498,1.0,4.824613055705767,4.868065714308091,-3.93622702341858,-3.8879195311488775,0.020487926221534336
3029,448,0.32898878914157975,1.0,0.5197715120624783,0.07382770401691459,1.9766743243798055,1.0,7.451449174126754,6.809787348908296,-5.09577870707868,-5.058451030707299,0.006355396206140727
3030,90,0.4354381874353433,1.0,1.1609259497406392,0.28949850207434874,0.9403628373264745,1.0,7.094990464614708,7.224453777857849,-3.306754711864829,-3.256295366448543,0.03853087671756903
3031,199,0.3499399769350345,1.0,0.8062009776731418,0.2255151694275814,0.5527308400653899,1.0,6.374712348829232,5.782731959648764,-1.5039368380476963,-1.4780759826738818,0.22807608885014638
3032,278,0.3550201707720653,1.0,1.3418437777945038,0.4110550706577054,1.2305953214605656,1.0,7.373695526532997,7.74046412186098,-4.559302531207132,-4.540177985716458,0.010671507008661393
3033,468,0.3496968118481065,1.0,0.7441771117573522,0.2017307131626832,1.1900841547192578,1.0,8.585714872511069,8.617993094649139,-3.632112707756513,-3.6725375209891062,0.025411904821787405
3034,353,0.3822484726278821,1.0,1.3419871945586808,0.0010780903603872262,1.8971753612309512,1.0,9.416358610716458,9.508836491192413,-9.533747340078028,-9.499866107479573,7.486185265883492e-05
3035,155,0.4253909811980313,1.0,0.5267116746105561,0.15486574333081662,1.6529109889522013,1.0,8.545694245512953,9.143122775366098,-4.166963121067443,-4.2130476560793655,0.014801190591450209
3036,351,0.38815383246662843,1.0,0.5618673389647294,0.18537321542169719,1.7967344271192696,1.0,9.726816258886267,9.513712277573783,-4.862541761157075,-4.851973172167957,0.007812946042042383
3037,121,0.2832282906050991,1.0,1.2297783502635125,0.373018973759346,1.3971026428167694,1.0,3.889589240407865,3.6043930186784108,-3.606821212050331,-3.7003990749499023,0.024713661898734463
3038,80,0.26809138784381853,1.0,0.7267280444329784,0.03951531079090636,1.995914897799325,1.0,3.237442292182501,3.412784582600664,-4.210208799511445,-4.192709717178744,0.01510529828084773
3039,328,0.4017024111514676,1.0,1.1279246299555437,0.29993844166827716,1.306279186657393,1.0,10.247845970917195,11.407268331544753,-5.381196434261903,-5.324341054852303,0.004871560047680273
3040,152,0.45019866080710425,1.0,0.6872265766184837,0.257466081369056,1.1651260311481852,1.0,9.599819368733943,9.66912615630967,-3.3468224968945326,-3.321037187689965,0.03611535392112698
3041,28,0.4271587916495019,1.0,1.3589662021759543,0.32555436745041194,0.5194033839434278,1.0,4.151129442753141,4.1631483685199395,-1.5213867373844925,-1.5555931038962136,0.2110641625332255
3042,62,0.3618130143361688,1.0,0.8703334334863877,0.28870401744420987,1.9331439210511097,1.0,4.451543688980494,4.162810385457352,-4.39903773572282,-4.416735709531623,0.012073579700222556
3043,442,0.34032875728701184,1.0,0.6966986611635999,0.20399516115866012,0.5251356524526329,1.0,7.9490142114465225,8.149469919230292,-1.4697245973246111,-1.400123285968267,0.24656656387012485
3044,111,0.34089566817385214,1.0,0.699845874863652,0.1834197711271506,0.9908542257383164,1.0,4.980142199579374,5.002627777321555,-2.2472414080021546,-2.227636564810035,0.10778286716577798
3045,7,0.28778393772066607,1.0,0.8240469559548079,0.10829049898505122,0.7163132727691044,1.0,1.7506754504369038,1.7704584390936957,-1.1339749329199558,-1.1511181098537127,0.3162829325382549
3046,57,0.26512908485606,1.0,1.0147262588287653,0.056063766965514114,1.9423180182531996,1.0,2.9210130255318942,3.2177827007359308,-4.596581359025556,-4.571513111239172,0.01034229882367538
3047,346,0.4913229518725165,1.0,0.9504752589254951,0.06983502817263483,1.7878566107188574,1.0,17.680981261816054,18.376502591787528,-9.977003516334475,-9.929844085656526,4.8699388439915144e-05
3048,176,0.2662901888338943,1.0,0.7334272146682355,0.2293827822609327,1.7496223731010985,1.0,3.962397056371566,3.64624966154733,-3.496815580500076,-3.455577142632339,0.03156907923585904
3049,386,0.3654073258396944,1.0,0.7576516797234054,0.28735046641310874,1.639935887443007,1.0,8.81369362973698,8.287872051033398,-4.72181418227137,-4.749314768743378,0.00865762564672719
3050,248,0.221142519839836,1.0,1.2103825411448939,0.26987486387956405,1.7088760441365092,1.0,3.384660229128915,3.440053007975959,-4.31185622409087,-4.215319917070382,0.014767596605055347
3051,175,0.43339260714211836,1.0,1.269318818850384,0.3302530753398176,1.1657385617998326,1.0,9.378126959307732,9.352918924992682,-4.892402885503001,-4.900409056609478,0.007443537619824569
3052,313,0.3161302386108934,1.0,1.2049104764962122,0.4186543581455011,0.8124869382569155,1.0,6.1505935277077235,5.552201098101576,-2.5268061086698346,-2.531987007629312,0.07950089435558745
3053,201,0.4780261423050731,1.0,1.195464755426488,0.18935315410602452,0.8334180097630455,1.0,12.617924553650615,12.642986695649814,-4.199474229448197,-4.164102435305105,0.015543660081336584
3054,112,0.3148858116229287,1.0,1.1312144809306526,0.08050997248341168,1.1079812574593886,1.0,4.418447308613433,4.341408004822253,-3.3761563436269775,-3.349323153746953,0.03510810885270928
3055,41,0.43297366930592623,1.0,1.4024280797912843,0.4925991822889197,1.6197124792100497,1.0,4.9922111305506895,4.666723549563305,-4.8817918890363,-4.835621723685092,0.007941749216153352
3056,370,0.4213522749779339,1.0,0.8802535915451147,0.35005578829257705,0.879609200038479,1.0,12.081410446589658,13.137794782051802,-3.1483466352260985,-3.160015418912375,0.042425086926770404
3057,151,0.414316017238657,1.0,1.222331384365332,0.33878843332994507,1.2426131328222711,1.0,7.99438483300302,8.408889314057673,-4.670434604887838,-4.564430854199181,0.010415805632136711
3058,440,0.2594275591361165,1.0,0.6633422196798691,0.15631367206317937,1.4094014232270435,1.0,4.850477289988206,4.619023311254401,-3.125778124984459,-3.0856955257168597,0.04569823854413346
3059,470,0.4991977999919863,1.0,0.9668390289294796,0.2528037911905594,0.6908504848016039,1.0,21.572743117722375,22.876859442431936,-3.834524994307832,-3.8773774251645245,0.020705054595431774
3060,28,0.27105256647955067,1.0,1.0456242031690337,0.1697995045317731,0.8450964000559211,1.0,2.467492824994743,2.5706837397325897,-1.7569434891423186,-1.7964067842864941,0.16589391116686297
3061,462,0.3122587129277909,1.0,1.3171757085338238,0.1603928571120053,1.437009297406202,1.0,6.792938359001049,7.163351584681288,-5.696778498888049,-5.693593943426367,0.003367468703453715
3062,159,0.31235262343159076,1.0,1.0516601792878928,0.013005601145160693,0.9446628175816665,1.0,4.870933124856106,4.9402252813777,-3.004923864693911,-2.975361094796778,0.05102900436896957
3063,466,0.3242883131400061,1.0,1.2604566365588878,0.26476112504130733,1.73156367597478,1.0,7.3337545003697695,7.144874079593997,-6.617286272121789,-6.648694428138419,0.0012957126476370235
3064,179,0.3678638423156787,1.0,1.1728023526394953,0.41900886163343715,1.651440038109421,1.0,6.741292513430077,6.963916133116842,-5.264723715099501,-5.248785324598498,0.005253896303457334
3065,129,0.35640235095986184,1.0,1.0179373176218622,0.09375737126298347,1.699283495295565,1.0,5.652221004959461,5.770111603086538,-5.492482409497862,-5.415891239627557,0.004445374153123911
3066,139,0.1923249026903962,1.0,0.9821048381650105,0.2572140900384079,1.000983423547903,1.0,2.5831826372235094,2.466100798507927,-1.9371164013270823,-1.934164365155372,0.1445450052137225
3067,212,0.3554773145144934,1.0,0.5024431743054429,0.06432445954195323,1.5452837205424528,1.0,6.71366434416114,6.8676954768213285,-3.747994474327402,-3.6243681860716888,0.026665939927361028
3068,190,0.4935462296320735,1.0,0.6593323260700074,0.02059760324174876,1.4410177631067733,1.0,13.325092976199823,13.848590031506514,-5.945381385698435,-5.894553708494436,0.002754405336505122
3069,201,0.22099796674759675,1.0,0.7563850012298324,0.22940579048379914,1.3267356466639948,1.0,3.2285063557579834,3.3321281888052563,-2.447354941486195,-2.4757678743553884,0.08409838846162436
3070,348,0.44794069244569024,1.0,1.094018892689987,0.11631689486505546,1.8626936211016605,1.0,13.755512200977872,14.474107667190976,-9.660465628859793,-9.614522748054789,6.675223700547795e-05
3071,179,0.3424823944942311,1.0,0.7576671609652341,0.1289213471929919,0.8768577854354433,1.0,5.909660069718873,6.289426184989284,-2.3903580786246517,-2.281619259504774,0.10211871606394005
3072,136,0.39262246095290043,1.0,1.0636837148596134,0.32875133289840625,1.8271516551847478,1.0,6.881376131448459,6.722703255339018,-5.81100077728152,-5.8131382084752214,0.0029880382563151
3073,126,0.2900673753451815,1.0,1.136450011717459,0.303621763756404,0.8402353902884663,1.0,4.066764008002975,4.095964173854469,-2.1868458805646553,-2.223430132142089,0.10823720343681388
3074,107,0.41422857642223565,1.0,0.9888806484559034,0.05588127672372351,0.8439559767972222,1.0,6.928333000270614,6.990056652577416,-3.0345188754647623,-3.0189620334479743,0.04885189869206441
3075,21,0.3960630313287046,1.0,0.7613518701880598,0.061952906372345705,1.4341146170275134,1.0,3.339505645260685,3.5151646000482826,-3.0995770984442927,-3.1140096621331925,0.04442247863330912
3076,290,0.35605167992065384,1.0,1.3724065808957486,0.1709188864089334,1.6225565699399036,1.0,7.529063219089706,7.469590918058297,-6.901523650521199,-6.875110188683735,0.0010331837872136133
3077,485,0.3533636556707836,1.0,0.963428539176883,0.1951052513638105,1.8113815675945915,1.0,8.892902256654512,9.707267101875296,-6.696050183432017,-6.681901747765768,0.0012533920690211923
3078,331,0.2823508233299411,1.0,1.1246719602341861,0.42654173260760503,1.6713343333548383,1.0,5.146067858104059,5.210553241700251,-4.480064928597668,-4.4368755227836925,0.011832852299002156
3079,324,0.41452379657442034,1.0,1.1298581824772487,0.34706007510539416,1.9894026031009433,1.0,10.981980016429896,11.078782945895021,-8.249030089120351,-8.36043414247423,0.00023394274723612587
3080,408,0.3563565067686409,1.0,1.4538734261451403,0.18479280747350807,1.4260649862047567,1.0,8.517766610190332,7.886089212067283,-6.630736787583662,-6.596536696495095,0.0013650875728144492
3081,96,0.3024621051356269,1.0,0.7833372619100363,0.1448297415068537,1.6735512992420343,1.0,3.9770580500590866,3.536281153295708,-3.7715337688121844,-3.7575042324576264,0.023341923754283293
3082,226,0.24417725268354934,1.0,0.721562994410791,0.12043818417517148,1.3297873541052783,1.0,3.7568143246521615,4.153188898568871,-2.826112126324958,-2.823092648717576,0.05942188722284167
3083,106,0.3543604881589495,1.0,0.901779215521188,0.06892865627294077,1.6127577204969645,1.0,5.220214817831528,4.860950846658629,-4.7556715866710615,-4.788050498575859,0.008328678335676125
3084,64,0.5269428682262474,1.0,1.1680761490586504,0.4632179030879814,0.7664174068596846,1.0,8.94857033627245,8.6680641696677,-2.7221250877086387,-2.7043559400256445,0.06691340621798184
3085,15,0.3220192904831387,1.0,0.7579175803946097,0.28141250861696315,0.8347106973878233,1.0,2.3917956560145957,2.3705854523667385,-1.2602211885569237,-1.195237054470343,0.3026322053611389
3086,173,0.4378591668985577,1.0,1.0634914713490824,0.01929427567576749,0.6578024063280805,1.0,9.548804508991617,9.12525452852779,-2.9374887907611162,-2.9245320345653494,0.05368981101058282
3087,390,0.4193392781919635,1.0,0.9133126513483397,0.20849146762950715,1.7285025076157583,1.0,12.204926322622832,11.820784599295813,-7.16955279344888,-7.118951210013309,0.0008096154225555166
3088,158,0.45388680818712124,1.0,1.2801450605113842,0.19124520859093141,1.9824908301051727,1.0,9.952712237257801,10.414175761823262,-9.2297699856704,-9.128466036224244,0.0001085319415411533
3089,271,0.3034055245586252,1.0,1.0197742062559514,0.2660053064557988,1.161273519024271,1.0,5.4723809693512795,5.669627768960591,-3.3354680879145344,-3.3509178571940557,0.03505216644812881
3090,211,0.3849171563417642,1.0,1.3062315945110252,0.16858308701716396,1.3517300191746997,1.0,7.846142532474337,7.606931787632873,-5.711328020355155,-5.630021503318727,0.0035884981618825662
3091,306,0.2609753824724562,1.0,1.1338853440098076,0.31443925344945256,1.1638903442452975,1.0,4.4536091441788255,4.5071924480854175,-3.1444399613035277,-3.1717551736436302,0.041929938956498616
3092,220,0.3525871181918916,1.0,1.4070717427224033,0.08144853564982496,1.82514303394797,1.0,6.697428141114109,6.1001032039318765,-7.6908790863503995,-7.623468461673162,0.0004888433528288244
3093,75,0.43717536809096086,1.0,0.9065823221500723,0.35710723657792987,1.37862156247955,1.0,6.602837330833509,6.499119068053354,-3.7136362835395884,-3.6380208495581567,0.02630435275347805
3094,304,0.3228075858063639,1.0,0.9316136191947724,0.15639676525592966,0.7900776872045499,1.0,6.331264063394533,6.27693464068547,-2.4753784828176144,-2.375209911981224,0.09299496640405791
3095,165,0.2815198256941562,1.0,1.0895588217040455,0.19150463700233258,0.942090424118109,1.0,4.209841000236463,4.116317684262949,-2.5905483623435708,-2.6068262414265946,0.07376829539117345
3096,222,0.28197907411324774,1.0,0.8201954468072813,0.2582303075983259,0.5448041348068313,1.0,4.587989753198883,5.035623353461651,-1.2371469826050217,-1.2254176714758913,0.29363503173065364
3097,19,0.2560487450542287,1.0,0.8690172862691138,0.280451713021062,0.6400075672660834,1.0,2.1253147424534706,2.244547392917102,-1.0122998253887292,-1.0007190509236072,0.3676150121998332
3098,282,0.3078790876448222,1.0,1.4619295205820286,0.5792790157587603,1.5974201633868055,1.0,5.6804201585744,6.142058388800404,-5.058465318797868,-5.037846903196975,0.006487701941457272
3099,389,0.3273662977681803,1.0,1.2869819568667167,0.08413005014170333,0.7858661247278275,1.0,7.044695280867635,6.491058649203896,-3.2351971635111147,-3.278054523053643,0.03770153296875591
3100,434,0.39422659430541773,1.0,0.6715106186548849,0.050058517143703775,1.2466858606093976,1.0,10.958941120325496,10.82901270001772,-4.601083967836313,-4.6262290219149,0.009791613530089624
3101,498,0.33897935648063365,1.0,1.3816002519803154,0.19270354212861204,0.5213587307042848,1.0,8.209279965349422,8.379628077873647,-2.3034365010241857,-2.3309124161710653,0.09720701336371151
3102,291,0.37733732042239154,1.0,0.8173368486788579,0.018006448452139383,1.6947798322677545,1.0,8.505870732689402,8.328765082867314,-6.249580110772932,-6.309775203442786,0.0018184419727625733
3103,202,0.3254086668657325,1.0,0.6340532418271504,0.14297972229935754,1.8618704213295851,1.0,5.625761489154884,5.503574690948363,-4.376514445655701,-4.286694052408368,0.013750308037291728
3104,148,0.4270432618880827,1.0,1.1620928425401276,0.24701810907681276,1.0512733354791166,1.0,8.44881191522653,7.978644233104449,-4.133869380990394,-4.1109363451304395,0.01639241837696338
3105,221,0.2134969708993686,1.0,0.8059510376143063,0.31675652877457416,0.7004691743528038,1.0,3.1660709943478635,3.345522643868281,-1.2328355155938835,-1.3303250928641217,0.26439129560362723
3106,16,0.32963084772492934,1.0,0.582750709250315,0.18517099696026673,1.5165887556102586,1.0,2.494107053872258,2.691398726651439,-2.135760166762492,-2.136452363771908,0.11807298086723102
3107,250,0.3589382827596064,1.0,0.776181830520881,0.17551886441085526,1.563816939033311,1.0,7.2562538727900225,6.86793476162532,-4.617135004622162,-4.595891066287529,0.010093223041998008
3108,363,0.3028368288871205,1.0,0.9809544233942137,0.11633848170248366,1.9847361090386877,1.0,5.959831819724109,6.257058345072237,-6.371568999080844,-6.525596332498747,0.001465444993950841
3109,87,0.2635678610054366,1.0,1.248177509015528,0.4406038993084088,1.7262613332033439,1.0,3.2448523562630727,3.102263889399337,-3.9519375241797605,-3.9870957441821444,0.01855352011755158
3110,16,0.35261457415298236,1.0,1.4181131343539117,0.22484797956876912,1.8470623697889048,1.0,2.658215921572754,2.6522574829310614,-4.652219155539,-4.64137391700837,0.009644437863499085
3111,106,0.39447444717764907,1.0,1.1545257880372346,0.11258949855906544,1.3690920555344654,1.0,6.294067723516583,5.89142079845531,-4.958312970624239,-4.94635715357974,0.007109259756622482
3112,402,0.40988103299970857,1.0,0.9484176886956216,0.1869253656383535,1.8193568929415378,1.0,11.679462720868669,12.559846398799271,-7.673210200030269,-7.6993615785551,0.000453116369772918
3113,443,0.37246287820014584,1.0,0.7238869104529513,0.08659515135284962,1.1399467490636963,1.0,9.67580592380209,8.718911300855268,-4.003246087655538,-3.996950732674908,0.01837157340424096
3114,372,0.3828008867291466,1.0,1.4845610516924785,0.5085955812383691,1.8584894422149674,1.0,9.638425986396387,9.90494172464594,-8.061119899637198,-7.986013754702162,0.00034018745477809397
3115,148,0.48344974853033595,1.0,0.8385474741780863,0.32224934829596047,1.5929966042593116,1.0,11.19985707550466,12.421648349038687,-5.417343356136371,-5.490767095263961,0.004124678938712804
3116,239,0.25352952032767156,1.0,0.692433667840354,0.044208701382798844,1.8138995408862375,1.0,4.008612523831283,4.199287214748845,-4.135120266461698,-4.140717843072022,0.015911425497403008
3117,115,0.27787993483493817,1.0,0.8508804359853658,0.1289572050338275,0.9058227104192784,1.0,3.737890558914579,3.877876905010318,-2.1043452899610724,-2.1024615761837038,0.12215536312504902
3118,407,0.41852019228106724,1.0,1.3868392524349957,0.538178481218623,1.882891711624624,1.0,12.36425501609649,11.293517947242156,-8.625641069965077,-8.65087009824525,0.00017497453686688306
3119,429,0.3153405421751535,1.0,1.1786029566690381,0.3776561820280016,1.8194696092016431,1.0,6.762706036317409,7.035209923964806,-5.988552855865417,-5.981095991084431,0.002526056239412775
3120,285,0.22805025579036892,1.0,0.7737151453398288,0.026709753161569084,0.9344134738444245,1.0,3.6293428666300565,3.700968001444746,-2.1758550354598003,-2.1565002476179167,0.11572943749619202
3121,413,0.1964827057480915,1.0,1.3797632903889951,0.4452894978827391,1.5947163527252195,1.0,3.265795183963367,3.457657849062083,-3.93982090809177,-3.940664666152687,0.019435292470289113
3122,436,0.36199524061036137,1.0,0.8668251425708969,0.040445481312180044,1.372311961709571,1.0,9.025713562810598,9.84894786896952,-5.300275327648577,-5.2948815177228425,0.0050172087905982245
3123,368,0.3964156052962305,1.0,1.3683728425190667,0.3074493600239964,1.307307832683905,1.0,10.4026051926883,11.16813408513246,-6.1419453839463936,-6.124114987674642,0.0021894279317095926
3124,445,0.31070638852812943,1.0,1.2658093612326733,0.475786368629414,1.9257813883528216,1.0,6.6506236830053185,6.226616824238201,-6.24270820592931,-6.258648268045832,0.0019138310355295873
3125,30,0.3148054860654536,1.0,1.2610977560683274,0.3775302253213518,1.6745586031743123,1.0,2.9174664774177677,2.8602029089380054,-3.80222803714177,-3.8456943610876237,0.021371556830506823
3126,263,0.42121089743970497,1.0,1.0105679839625055,0.39072138472187323,1.1296536115128244,1.0,10.454703789845677,10.702031686832495,-4.066851088777953,-4.00389788313938,0.018244385627381315
3127,387,0.3858145601796505,1.0,1.152346730411725,0.21500980092832814,1.1600914230800785,1.0,9.962688872743476,9.84812314046302,-5.013527039821252,-5.025627860804087,0.00656746174836763
3128,339,0.30314185322468656,1.0,1.05736972991566,0.3936782264748662,1.3511766472681281,1.0,5.848027760469581,6.1207983994935695,-3.764566473135928,-3.8019808421815364,0.022326502747173613
3129,390,0.3824047261825774,1.0,0.8656390306124526,0.015182936390807223,1.8051097290086189,1.0,9.791187144688442,9.33679081764038,-7.366517575250353,-7.291788298300996,0.0006811089370550746
3130,87,0.28638123607897314,1.0,0.8464628415971477,0.10182160864412866,0.9474541278187238,1.0,3.5928734535493665,3.7654394516834633,-2.1916322924927756,-2.1758311241299406,0.11351377042042145
3131,158,0.3285631192746759,1.0,1.3215157537138662,0.08990290067093455,1.3365429758230603,1.0,5.277128028181392,5.4040643218623305,-4.818743918257668,-4.774224456150645,0.008444630729941926
3132,212,0.2462982513635378,1.0,0.9631225135397206,0.19264063213826774,1.2570610762934704,1.0,3.740868608524779,4.015571138893826,-3.0181360959320016,-3.025691218118917,0.04852426882149908
3133,245,0.3981074474214394,1.0,0.6021297666619486,0.0371200670244697,0.9123478406351768,1.0,8.936033975087746,10.02269331881179,-2.899184163616508,-2.8756088574824163,0.05638180056993064
3134,14,0.2725581153695614,1.0,0.8034659758154004,0.10587711323924766,1.3829770571691098,1.0,2.0529884089494472,2.0876774696593094,-2.3405773127136618,-2.3623193117426324,0.0942014870206438
3135,41,0.3937775068127125,1.0,1.4557195257129874,0.3574699938477468,0.9354415232659646,1.0,4.315965914094147,4.3324224640120885,-2.8801901325954176,-2.8165738324944063,0.059810512898743125
3136,316,0.2866601445973442,1.0,1.0404894067464512,0.4054688522566344,0.7165684700162662,1.0,5.206677285509797,5.356974050067717,-1.842667237748294,-1.835482690005504,0.15953647651722597
3137,307,0.1944082077584227,1.0,0.8529255458747789,0.2824267481591478,0.7305695592010013,1.0,3.04452899183773,2.816717465570128,-1.361645308374571,-1.4116859161601116,0.24373202481793332
3138,227,0.39588431075169894,1.0,1.4060359328202567,0.37590948143533914,0.6131094054497412,1.0,8.564729922031594,8.71602359310029,-2.5754616189510875,-2.5782036329436537,0.07591024427951745
3139,240,0.3862368569311739,1.0,0.8907091736681064,0.3536753827386882,0.7466074465178488,1.0,8.304726011449299,8.087598305942421,-2.2298249774892454,-2.303718729793306,0.09988670055241924
3140,311,0.4071946708427669,1.0,1.3756751950642003,0.26583689516055076,1.6952684937770885,1.0,10.352345222408742,10.864033722090195,-8.126484581446526,-8.100239251287313,0.0003034665246361076
3141,488,0.3542983381408817,1.0,0.901804224824917,0.14544510498360455,1.5796555753418724,1.0,8.96401707574592,8.830937803718054,-5.816915619759137,-5.802934698713305,0.0030186828089577263
3142,212,0.33879362318990053,1.0,0.7815127285817466,0.10532018746583166,1.0615802864368544,1.0,6.139708539683421,6.015089221762854,-3.0589819078642053,-3.0706386085953423,0.0463915193726784
3143,43,0.37211204599016756,1.0,0.9766172062851224,0.3647232473031715,0.7441385293936829,1.0,4.0535290433649145,4.035354464129459,-1.657385430593347,-1.6524866806785838,0.19157293510985363
3144,450,0.30723312764673694,1.0,0.5799948829758308,0.18779990326966955,0.5861790992239848,1.0,6.53363364393881,6.009024161633429,-1.3270085821261304,-1.2883892229800509,0.27571454024238085
3145,138,0.19962541601716605,1.0,1.4415776380804328,0.2008172424415649,0.5152177837029159,1.0,2.6740791195944515,2.857358791683003,-1.3272017041219906,-1.3162922602713478,0.26812760860845825
3146,241,0.36290819176207645,1.0,0.6007078245465567,0.15401642816249564,1.518525338040195,1.0,7.319029500724835,7.602782555222371,-3.883001724763074,-3.9323611809836305,0.01959734500237387
3147,152,0.28364865161873914,1.0,1.0451727531039023,0.0352400564149306,0.8885572823067451,1.0,4.157928259301346,4.3384327705300825,-2.5750468838669227,-2.511979126494512,0.08110755817197624
3148,276,0.43674611907615135,1.0,0.5251378147468392,0.13235909453710748,1.9861044557888525,1.0,11.642803522532084,11.424834120817977,-6.0064773434674725,-6.042181248994985,0.002376369802059648
3149,151,0.42673822344609336,1.0,0.7117955349677098,0.2594380778132371,0.9128693962693122,1.0,8.508495067325772,8.82406268698392,-2.532741685303578,-2.561545006267263,0.07718539635225
3150,152,0.42016927307800156,1.0,1.310013941946428,0.33925940286444645,1.5620333206297259,1.0,8.255504801276047,8.174982506252395,-6.253624836517194,-6.349502003112734,0.0017476172275312076
3151,403,0.2753531887471917,1.0,1.185872707407881,0.0020384299897331067,1.9418222575742687,1.0,5.21649808292746,5.348094313820847,-6.824321112010355,-6.794814527266791,0.0011195655986422316
3152,107,0.27984257247125655,1.0,0.8974918105653659,0.3098214257227888,0.6356568026001662,1.0,3.69749824794324,3.554310244081859,-1.3251303105489567,-1.2294676054147367,0.29244823409816956
3153,256,0.35232664116754153,1.0,0.5669681828773913,0.02742521512126738,0.5405326950679001,1.0,7.05483885425872,6.488621637248024,-1.4913979206647037,-1.3633946980202,0.25579096832628534
3154,303,0.4125129225837374,1.0,0.931370960656168,0.23200093149810436,0.6963602562104447,1.0,10.559106030197183,10.778279077676764,-2.676184544492674,-2.6677523148702202,0.06940805757170085
3155,311,0.3614831565095797,1.0,1.0260542972107458,0.3257827859815001,0.7295112133669928,1.0,7.963259966973666,8.342050927719523,-2.436271281789413,-2.5083873035502617,0.08139940597943064
3156,145,0.3491790215320883,1.0,1.3581256049735462,0.3943931539559703,1.1229254902854775,1.0,5.684658292888221,4.875146035149255,-3.7170325288940362,-3.7281002492540036,0.024038459567625417
3157,340,0.37222167907651504,1.0,0.6486002802956417,0.010254772317545225,1.534834235121009,1.0,8.755306073975571,8.537720320474243,-5.131449336528946,-5.185720729832863,0.0055959020280260665
3158,54,0.2982898162204181,1.0,0.9600446000764719,0.07481449885295965,1.6667823526955932,1.0,3.286664820248756,3.351886184084791,-4.020681634746243,-4.0208958984098295,0.017936888109440392
3159,133,0.27067347663343716,1.0,1.3839007866100856,0.26715096401396027,1.1157221284045757,1.0,3.757251854785759,3.585932763015006,-3.232095200390341,-3.239435158000311,0.03918602276053838
3160,419,0.4525214473999887,1.0,1.3439828275483245,0.24845774242111773,1.0991003993866064,1.0,15.367672087741294,14.120451093917055,-6.377751142777743,-6.443200163549399,0.0015913060838677801
3161,200,0.48062942759200367,1.0,1.0949682237711353,0.1827665836086899,0.957487111614617,1.0,12.762704962213858,12.79457079480603,-4.620242001557748,-4.648029380178715,0.009580462790519731
3162,311,0.24748699177226788,1.0,0.7804123941169111,0.1924656203600468,0.8601830305107022,1.0,4.13928919567698,3.7816641725967046,-1.8977445777107196,-1.9296061406156746,0.14520537772326533
