N,logN,logA_noisy,alpha_true
40,3.6888794543639363,-1.1088721084028224,0.29662305984522513
445,6.098074282188712,-7.009921801053712,0.41068447192107627
372,5.918893854300029,-2.876438081219449,0.4021910191823686
127,4.844187086537332,-5.625550884530757,0.32733879091022827
147,4.990432586846763,-3.80721695987138,0.29180858405430266
283,5.645446897678573,-8.882131422653615,0.4511994594133123
453,6.115892125505109,-4.191781460112758,0.30679242754062325
436,6.07764224337197,-4.0453871524546345,0.37335335835045835
248,5.513428746205305,-2.882265735061966,0.2315082212011461
378,5.934894195646042,-5.102249645268882,0.3359851944176632
54,3.9889840467494597,-2.0780642709675576,0.3139790205132412
394,5.9763509093233145,-5.335986346808619,0.3384722907292109
81,4.394449154795895,-2.6993680922702312,0.3063979055464079
248,5.513428746205305,-4.466388324059009,0.3709877924708252
497,6.20859002611675,-2.170606104773216,0.30784527582271387
135,4.905274778512504,-3.02243538935344,0.21354760368876902
279,5.631211781857208,-5.104777089293049,0.27949087794006444
44,3.784189634145534,-3.54570219510905,0.26922850329089687
338,5.823045895512605,-10.830088843249078,0.5114373368224945
102,4.6249728133823105,-2.733237967967036,0.3202844557383717
146,4.98360662177683,-3.300170858852703,0.4758763567273294
353,5.866468056961625,-6.5757679077834,0.3970817764131659
213,5.361292165756374,-2.2132515358909997,0.33960897595336825
192,5.257495372079865,-2.2485346346907154,0.4478347460146369
91,4.5108595066267405,-3.9334022978271164,0.40501008903804847
36,3.5835189387338877,-2.025770652056885,0.30155881603379675
324,5.780743515823193,-4.790855371564631,0.3380491908476381
213,5.361292165756374,-7.006552361300387,0.3185478305497157
76,4.33073334041791,-1.8065178196031668,0.3349526164749187
145,4.97673374248954,-4.371884023178216,0.5206881979774155
314,5.7493929859401005,-2.908899843485936,0.4714542333006111
441,6.089044875469522,-2.765251485479672,0.4490602336505483
308,5.730099783006042,-4.09119996304304,0.40111245325394107
262,5.568344503799265,-7.417784361729882,0.5087259290600981
433,6.070737728025585,-3.90492758448965,0.47265004426684165
381,5.942799375152948,-3.597638117713156,0.330048139650067
397,5.9839362807123795,-3.6161123360131757,0.31338402500272156
393,5.973809611894707,-2.95574863649605,0.324340448167201
396,5.981414211279733,-4.5353671188458335,0.3587984142769287
478,6.169610732512377,-4.620145399818856,0.42490027716162343
165,5.105945473961187,-5.848447975782016,0.4101192080924018
312,5.743003187841533,-1.3581717450263457,0.2855713094124413
481,6.175867270126552,-3.054154425887159,0.34165100262780906
426,6.0544393462928445,-2.4409931635823514,0.33662834236161043
451,6.111467339524851,-7.008285680656386,0.3789701087766224
71,4.26267987718216,-2.702052160514005,0.38447226390190226
499,6.212606095771559,-3.5762131966557793,0.2980173802554831
33,3.4965075617695107,-1.5947848898746881,0.37246152976444946
142,4.955827057671684,-5.706989543335507,0.4371740169874077
307,5.726847747619771,-7.843804674028408,0.4408266550294272
432,6.068425588267258,-1.4372010578945065,0.33271378178284944
254,5.537334267057907,-3.9336581425269577,0.39609889207406607
156,5.04985600731364,-1.7945290214684244,0.35660075622601056
255,5.5412635451976415,-4.003608055094839,0.27649424914168275
63,4.1431347265502625,-4.927929764355094,0.3488047969692695
272,5.605802066332762,-6.422589570158605,0.37628131161600487
225,5.416100402248865,-1.9059905514205735,0.3395432293549948
46,3.8286413967064865,-1.1352019238691013,0.23955394783190526
360,5.886104031477934,-5.335521329788623,0.2944252064032588
469,6.150602768467602,-3.818520724331344,0.46267333822881224
490,6.1944053911250805,-3.3279968618833684,0.30307094840983106
346,5.846438775086626,-2.9207920140672305,0.3361622904882619
495,6.204557762588892,-4.108783943514766,0.39658793077064824
449,6.107022887764526,-4.897529697034138,0.34969627276187015
346,5.846438775086626,-2.663937882923197,0.41801182923500674
59,4.077537444075211,-3.0195031802906063,0.4337149656057301
466,6.144185634147105,-6.2007189370450035,0.3400109124097473
284,5.648974238196417,-5.537737570071246,0.3068760175643124
449,6.107022887764526,-7.025524854264043,0.35583252996035775
248,5.513428746205305,-5.109947211527165,0.36462047751785825
392,5.9712618398159725,-9.106403909268144,0.3900016489138106
424,6.049733455255542,-4.949417473346418,0.3747435620421974
409,6.013715156067252,-6.523533885461854,0.3699508632400854
210,5.347107530765088,-3.835472324041211,0.3133047411836507
310,5.73657229751145,-10.546333661446926,0.5702162805096643
219,5.389071729862163,-8.851320439822835,0.4557831422471348
228,5.4293456289983,-8.013023289211093,0.43256717059079003
433,6.070737728025585,-2.3305722497276387,0.13283367688283523
68,4.219507705323165,-1.6933222984854994,0.37332453605101185
377,5.932245187474536,-7.214130264763781,0.352186260565271
275,5.616771097702935,-6.176469439620516,0.3480409236733878
92,4.521788577157736,-1.2276986459274866,0.23883724274446594
327,5.789960170927834,-7.907982845461518,0.35921665451681717
393,5.973809611894707,-2.9155997707039947,0.23386152645710734
124,4.820281565685682,-3.3678666730144635,0.289514139099392
445,6.098074282188712,-3.5769959608853874,0.3846071900240218
95,4.553876891705804,-1.7944544388365322,0.318272828483348
346,5.846438775086626,-9.929844085656526,0.4913229518725165
489,6.192362489495322,-6.88621336285463,0.3830640210898072
410,6.016157159722744,-3.1313010673969046,0.36751111671730785
224,5.411646051899683,-2.9513675202668948,0.37519280999154353
450,6.109247582786588,-4.922714182741308,0.21035495392494352
236,5.463831805067983,-2.463739009898101,0.37261387346595143
204,5.318119993893236,-8.516347933531076,0.4755933221314669
207,5.332718793313679,-1.1203961314827564,0.18080801298000335
113,4.727387818800836,-2.9833590596466446,0.37438539022014333
470,6.152732694725381,-2.67866720469132,0.3529901235494593
379,5.937536205108811,-5.241249776506999,0.37720505268423893
134,4.8978398000255385,-5.16258825761203,0.4910194486191638
290,5.669880923015002,-3.3260737598932684,0.36781113362332285
327,5.789960170927834,-4.954356656550652,0.30360442759210077
331,5.802118375407274,-6.1806618612405355,0.34949520710574294
110,4.700480365883325,-3.8219426399960956,0.3759987462165567
455,6.120297418972928,-5.581080318841765,0.43815048277476115
433,6.070737728025585,-3.6941992542151736,0.3374423002576042
378,5.934894195646042,-7.223805971575048,0.3203846073964364
175,5.164785973980657,-2.504577162773667,0.33941076827634337
465,6.142037405608861,-1.7527484288522033,0.30052843403259916
121,4.7957905456793855,-1.6086208446287362,0.21391081434669348
140,4.941642422680733,-3.1288650438641823,0.3959239033101403
110,4.700480365883325,-2.855697694736143,0.3626328658244941
399,5.988961416914926,-3.476733908489074,0.3309315997973144
442,6.091309882100322,-10.776754269481389,0.497521639170986
452,6.113682179854355,-7.068143411099499,0.3473831648225475
483,6.180016653673277,-5.067146122705515,0.28943182673323387
117,4.762173934883226,-4.219292098650045,0.3321214554756978
144,4.969813299645445,-4.479459384133519,0.32824954006578894
413,6.023447592985246,-6.076119820532669,0.517161102467079
294,5.683579767372695,-3.8563321242622193,0.2708074671358266
345,5.843544417060345,-5.56699000233623,0.29475567923636564
398,5.986452005309563,-4.1526723083874835,0.3631755866924207
202,5.3082676974507095,-5.201133524628095,0.3341670636664488
155,5.043425116983763,-2.9374906258102262,0.40643341088279944
158,5.062595033090258,-4.8085566883650905,0.4960456860811046
175,5.164785973980657,-3.18982980937028,0.4826024062328097
55,4.007333185414289,-1.6071915778380914,0.4107495847217116
227,5.424950017525456,-2.8614531335126,0.32342785036817145
212,5.356586274719183,-8.725961287306083,0.4105768044118172
211,5.35185813352346,-3.6044264314542875,0.2863617411465756
88,4.477336814591843,-1.5369896343031368,0.3429216385447585
157,5.0562458054120025,-3.65960783596247,0.39625777614698454
72,4.276666119154944,-5.319441081720857,0.39845123487464723
269,5.594711379639014,-4.867880092582528,0.26811051412788545
10,2.302585093994046,-2.3970417378060924,0.2551607826584723
461,6.133398043018341,-4.54485388805923,0.30955537451806936
483,6.180016653673277,-7.923841783748413,0.40633363320033383
124,4.820281565685682,-1.9123293798733023,0.34448833328956635
165,5.105945473961187,-6.780882641943327,0.4403566143168105
432,6.068425588267258,-5.984330180054574,0.32585251008764776
228,5.4293456289983,-5.4075181232404,0.3697343170909356
365,5.899897353609889,-4.715898833298562,0.29796452096931314
354,5.869296913162023,-3.9187248844910147,0.30561947588106525
375,5.926926025997077,-4.849107137232773,0.2690458525426348
246,5.5053315359730135,-3.1740197938295664,0.3024180520625143
300,5.703782474689534,-5.621029401785535,0.3992904659960341
240,5.480638923383658,-3.856610794752749,0.23639947071897466
497,6.20859002611675,-8.900171637410708,0.36957056223175966
138,4.927253685229669,-4.606541545104241,0.3313942605922904
44,3.784189634145534,-2.261357273219983,0.44834191231552833
386,5.955837369490737,-7.4390779261036535,0.46137067249559316
72,4.276666119154944,-5.610330796203033,0.3771565361764861
418,6.035481432548679,-5.8474063455350604,0.4507949532348234
201,5.303304908108827,-2.4757678743553884,0.22099796674759675
412,6.021023349373798,-5.6260940243138515,0.3359496502697355
418,6.035481432548679,-5.5400290905314895,0.3564313713002409
473,6.159095388513075,-3.4548785731909737,0.410120118004795
449,6.107022887764526,-1.6478495958184758,0.24353757188716502
437,6.079933195118474,-2.3583080517273842,0.21241300144832875
231,5.442417710565084,-2.6049590010293584,0.29615251846735746
273,5.60947179522159,-4.854216242836177,0.3835645511644587
139,4.934473933202634,-1.934164365155372,0.1923249026903962
246,5.5053315359730135,-2.68459921035104,0.34393345615251103
318,5.762051382811624,-4.50080258722305,0.2789381666016456
17,2.8332133446444514,-1.2638319678603351,0.29707184031742667
390,5.966146739149333,-2.076189700664855,0.24703367588011804
216,5.375278407730462,-2.9567305442617187,0.38576592596081805
349,5.8550719222310805,-1.9328168295411454,0.2794247290894827
415,6.028278520254795,-2.7476382955819094,0.31306782437186054
236,5.463831805067983,-7.44461008152356,0.335690092774409
165,5.105945473961187,-3.1546166033027974,0.27881914431249455
478,6.169610732512377,-5.225432047328199,0.4270330310064845
452,6.113682179854355,-7.689918714619462,0.35805112618862794
472,6.156978985606742,-5.018716437675097,0.38471025087715743
413,6.023447592985246,-3.44487214235122,0.4078027262206442
322,5.774551545575465,-7.196604612400416,0.3258195834000789
186,5.225746673766965,-1.7232896582392245,0.3515543000193725
351,5.8607862234943555,-6.101012854114807,0.38723220196705366
406,6.0063531596263635,-5.631083520526815,0.2947636366742528
217,5.379897353586543,-5.208248422107914,0.3970907573896637
92,4.521788577157736,-3.071118086728764,0.360284243954885
234,5.455321115400436,-4.042878801784845,0.45452198844754926
328,5.793013608414632,-3.687817271945613,0.3143354983351843
16,2.772588722864781,-2.9418626455246923,0.39610031722828837
351,5.8607862234943555,-6.370676196553347,0.3186065222393004
128,4.852030263997742,-7.21894536534127,0.44304786814849156
130,4.8675344505325056,-5.401558174436525,0.3426006265801944
5,1.6094379144341004,-3.060514817645224,0.4418176432433904
206,5.327876168838125,-2.146309554820395,0.3276061059258291
9,2.1972245784473308,-4.068695639242415,0.436187313888128
187,5.231108616908062,-3.895435808962358,0.30077503588449506
285,5.652489180303738,-1.7406062920818048,0.22046080815608285
98,4.5849674787726125,-1.5994558968704846,0.3352570294951292
420,6.040254711301223,-6.9979822690374425,0.3535000451162917
45,3.806662489992542,-1.5611964007050723,0.4297329917153231
31,3.433987204807727,-1.2020349285221845,0.3555368840121861
436,6.07764224337197,-3.113146582445763,0.2892636559750544
248,5.513428746205305,-5.0129958464931015,0.3753277072566939
162,5.087596335294113,-1.9116289796088177,0.4413128170241008
38,3.6375861599895436,-3.139563107890167,0.2494200387698441
298,5.697093486538962,-2.1317531628845785,0.22751921529002203
278,5.627621113726608,-4.912056458329683,0.3456709848603265
10,2.302585093994046,-3.895836371279018,0.37999521290860727
71,4.26267987718216,-3.268988022417741,0.37122198876079293
475,6.163314804055694,-8.505202800572423,0.37681258803187506
306,5.72358510198506,-3.1920462706880945,0.23315140270924423
494,6.202535517208165,-3.9607289439664695,0.30314966901816426
486,6.18620862392107,-6.324833711034427,0.38515353451893736
489,6.192362489495322,-8.077361281740252,0.40300642260285663
360,5.886104031477934,-1.995943951529426,0.26883986516237046
8,2.079441542929836,-1.3059776911356031,0.36948239492075685
213,5.361292165756374,-2.391509360299218,0.318126824240598
10,2.302585093994046,-2.3727326794482426,0.4371246137833989
470,6.152732694725381,-8.316530768111404,0.3820815765299455
470,6.152732694725381,-5.915606063521606,0.34312032788312335
487,6.1882641231031235,-1.9283402050983731,0.2812977378857522
318,5.762051382811624,-1.723875996154576,0.31129007225724464
235,5.4595855141867125,-3.2826754452906544,0.2919147977014012
334,5.81114099300664,-5.468672513456975,0.45558818762992065
158,5.062595033090258,-4.392957854071201,0.35630053776617665
272,5.605802066332762,-5.085139249716885,0.3102493819903459
296,5.690359454357845,-3.2073327471298962,0.16930033721751236
476,6.1654178542524285,-4.439171318263127,0.4783646760000123
320,5.768320995825023,-7.419351071148746,0.4178976267696831
419,6.037870919946004,-7.341342115871404,0.4115714244827583
430,6.063785208710864,-2.9931109741357815,0.38167133582705054
102,4.6249728133823105,-6.513163795027169,0.4707779087019855
252,5.529429087551106,-1.893987737723469,0.27661950031367855
37,3.610917912914495,-1.1456023086650946,0.2988458768471967
47,3.8501476019228247,-3.518287453998729,0.25518136102066685
8,2.079441542929836,-3.6427158085602684,0.34863361607741594
114,4.736198448482215,-6.577291899504573,0.4269975290847495
439,6.084499413097951,-2.9416954980353647,0.30494013661013863
189,5.241747015112552,-2.3821368145834403,0.20943889530458412
55,4.007333185414289,-4.828002827690434,0.4288302334869816
272,5.605802066332762,-5.5993092083872265,0.47865805400052364
492,6.198478716512633,-3.0049769053438684,0.37522496373985104
40,3.6888794543639363,-1.95020830620919,0.36910048334309065
407,6.008813185467165,-2.1199397131554614,0.4043305153061918
370,5.913503005665297,-6.654869820236452,0.4792208390611348
405,6.00388706713123,-2.3123080982701505,0.2908700480765348
226,5.4205349993165335,-3.1600716471601857,0.23858160263686423
354,5.869296913162023,-2.5862949047345545,0.3738799767587771
253,5.533389488767046,-5.7997264560256925,0.29895795714081586
379,5.937536205108811,-5.012636158381279,0.3290618175371469
408,6.011267174428672,-3.4056807491999113,0.2113672312983919
125,4.828313737382301,-2.292805561555511,0.4639076112173579
185,5.220355825132379,-1.5186087195563684,0.11898441114529307
266,5.583496308819293,-2.7979240392794207,0.3255811744356093
366,5.902633333428689,-4.626996170284752,0.45487284417869434
221,5.398162701563002,-1.7592665606084514,0.255690790460163
321,5.771441123161169,-4.542853706646432,0.31474131833515123
55,4.007333185414289,-2.2530084193560476,0.3631191597390062
327,5.789960170927834,-4.028558872920296,0.4241801427975046
189,5.241747015112552,-4.587956283515017,0.4291911434583899
425,6.052089168947946,-6.821058465767006,0.4256832073032224
232,5.446737371709413,-2.496242723076609,0.3698377389111138
252,5.529429087551106,-5.382074170021562,0.3851930313890464
26,3.2580965384060976,-2.006339337446271,0.45613386557771507
222,5.402677381917324,-3.6269667048377108,0.19287928724662523
440,6.086774726935034,-3.4783433937451482,0.3455206484117531
121,4.7957905456793855,-4.968084226433749,0.31443289056440543
102,4.6249728133823105,-4.314649946311802,0.3321448772798797
172,5.147494476871593,-4.822315317500414,0.37774725975152734
470,6.152732694725381,-4.401446998359429,0.3880257143514199
145,4.97673374248954,-4.240254573277552,0.2604219214301265
264,5.575949103184195,-7.093985510563482,0.368845756065484
174,5.1590552992720005,-4.121907790294847,0.3232149306495452
303,5.713732805542373,-5.6879085190009,0.3780576112209523
106,4.663439094206407,-3.349434033505728,0.1955384537928388
454,6.118097198063374,-6.375940499156412,0.3936707887689579
186,5.225746673766965,-5.5977191705704925,0.33750083582307705
54,3.9889840467494597,-3.315465947265939,0.38083259326871405
305,5.720311776640199,-2.173092398189819,0.2824801116999523
146,4.98360662177683,-5.310414175676305,0.3704684416352575
66,4.18965474217794,-1.5471543170178346,0.3304114761176897
452,6.113682179854355,-7.712047507867523,0.3653369833032021
194,5.2678581591148745,-1.42548865285998,0.20550019274822323
358,5.8805329864286335,-9.13645865988123,0.42802473395213114
418,6.035481432548679,-4.360817298709247,0.39638847768120467
202,5.3082676974507095,-7.760403600304231,0.4503576980828824
456,6.122492809536316,-4.287974292722154,0.3743053387898798
68,4.219507705323165,-1.7198877900416307,0.2784435993072703
472,6.156978985606742,-5.103449825788894,0.20460414777304237
12,2.4849066506213338,-3.2235823749777244,0.4238493501592384
459,6.129050210082331,-3.5618706951685937,0.36805375646435695
110,4.700480365883325,-2.3385055137542134,0.3164108072913758
322,5.774551545575465,-4.056926066980834,0.356968808426727
173,5.153291594555583,-1.5191046732586384,0.32522376218401894
141,4.94875989044909,-4.743400745114347,0.46636718053485016
207,5.332718793313679,-4.057959111805418,0.28226713391886216
21,3.0445224381996137,-2.38096863501656,0.269534119703288
237,5.468060141177325,-2.6709549840147373,0.41651259488977793
283,5.645446897678573,-3.4231510825812275,0.443405214923082
18,2.89037175845172,-3.2704101587584025,0.38212857710120407
340,5.828945617639619,-4.992066380407729,0.40654704713911555
363,5.894402834292399,-1.8225610183412992,0.3494347762531203
17,2.8332133446444514,-3.5944602280139515,0.3389052944098601
277,5.624017506223439,-4.676224867812672,0.40638519963677766
374,5.92425579744127,-2.532094093655565,0.25347340755357983
147,4.990432586846763,-4.818477233716734,0.4161392059681021
92,4.521788577157736,-9.325915949122633,0.4901172690146597
469,6.150602768467602,-2.342907770163702,0.2878158173651978
340,5.828945617639619,-4.170607636262141,0.3159972439748017
90,4.499809670441376,-1.6314776093180368,0.36665993580705664
153,5.030437921457795,-1.6767454794579768,0.32952972838143235
259,5.556828061738148,-5.531522051029555,0.3642513125413286
315,5.752572638857379,-5.182193707782189,0.43450307451284914
134,4.8978398000255385,-4.157855037042691,0.44743617295477556
134,4.8978398000255385,-3.139041499518412,0.19727022339418096
224,5.411646051899683,-4.767638361794136,0.34335348710899855
160,5.075173815296327,-5.0829844497432966,0.3685334433575865
179,5.187385805896621,-3.731100211312835,0.2942148330234746
52,3.951243718773735,-1.7253129730034409,0.4187644807061286
277,5.624017506223439,-2.5660860908784375,0.35416834341322107
366,5.902633333428689,-4.354367522383699,0.2889149007685966
11,2.3978952737074617,-1.7734776318739434,0.42317764673602365
169,5.129898714982245,-4.751954115629984,0.3626544180545635
181,5.198497031321074,-5.634155500500156,0.4152975366105514
39,3.6635616463860567,-2.576997542650925,0.4796808684718741
396,5.981414211279733,-6.237991478086824,0.42017227411175434
334,5.81114099300664,-2.220620363035252,0.291915366135745
165,5.105945473961187,-2.5389859096850897,0.40761708605321795
52,3.951243718773735,-1.157775197294157,0.34885449155766246
183,5.209486152896066,-2.2658789197476743,0.30869355063627757
79,4.369447852593604,-3.60597349922799,0.3596673489772229
68,4.219507705323165,-2.2297651260265874,0.34352313120181577
242,5.488937726198008,-2.429007935174311,0.42553072485804144
324,5.780743515823193,-3.340619312664888,0.24281591400672045
100,4.605170186088091,-3.7826463710565563,0.2975836036777224
49,3.891820298314708,-2.295423658986817,0.36334519668048293
99,4.5951198502356,-3.766379663490593,0.343452716615846
459,6.129050210082331,-8.50003447057906,0.34051779020436207
353,5.866468056961625,-7.226117733276048,0.44414901282263386
36,3.5835189387338877,-1.557005822829827,0.3150347212327672
411,6.018593214520566,-2.05788521891724,0.3301240481141138
286,5.655991810854817,-3.5903741346140112,0.3325700489378625
132,4.882801922662129,-1.6748017217793998,0.29036969733087636
391,5.968707560010941,-1.9896594292956664,0.292421163890384
422,6.045005314059709,-5.14552554037853,0.3351432271882316
487,6.1882641231031235,-2.5683075047585406,0.23910703222323457
435,6.075346031111673,-6.728067917796676,0.4413303510643307
222,5.402677381917324,-3.1885408973176554,0.3858410938688175
392,5.9712618398159725,-5.164271378872764,0.26332141553872296
8,2.079441542929836,-2.891904404806937,0.2989820438275607
236,5.463831805067983,-4.44639896414683,0.28957809961447056
202,5.3082676974507095,-3.503875021569595,0.5022849814522141
188,5.2364419628831405,-2.545595922612444,0.3517215645641171
301,5.707110264782099,-1.3756767345291654,0.18895743713353144
98,4.5849674787726125,-2.972087739720972,0.31931633445965496
71,4.26267987718216,-2.600828961488543,0.2756932873405628
253,5.533389488767046,-5.634490115544591,0.37768007128948455
324,5.780743515823193,-2.3320729164500205,0.41858008889840126
474,6.161207321716174,-2.001322545578327,0.38630362902343995
193,5.262690188956699,-6.005458492228082,0.40807717650624603
241,5.484796933532149,-4.725709213326966,0.2266951320147143
495,6.204557762588892,-3.7258515431778263,0.30498862466098214
437,6.079933195118474,-5.294024686871531,0.30639675033014546
284,5.648974238196417,-2.60205872503302,0.26173613019768155
224,5.411646051899683,-3.1316631977725082,0.2639113958685163
370,5.913503005665297,-3.160015418912375,0.4213522749779339
17,2.8332133446444514,-3.3478143490478005,0.35237361619196533
355,5.8721177895035845,-7.917229007363178,0.3332676126385639
76,4.33073334041791,-1.561799592717278,0.37754773776329753
274,5.613128106424567,-3.761304846777102,0.2941476267302696
52,3.951243718773735,-5.192380842765727,0.4739832216862867
9,2.1972245784473308,-3.0837388879412133,0.4734868759085302
161,5.081404365046575,-3.870066721403175,0.3615852985774388
480,6.17378610392277,-6.023719546601452,0.37020200388386254
443,6.093569770067709,-3.313230839356199,0.2532793737953744
206,5.327876168838125,-4.565677878735861,0.4447557139858914
201,5.303304908108827,-2.497570815406866,0.3236065148402856
85,4.442651256607963,-5.50745122861373,0.3988268965852484
175,5.164785973980657,-3.4664953495116233,0.28259569894505554
449,6.107022887764526,-1.698112076694813,0.39625466315518953
64,4.158883083515922,-1.5030683643921687,0.2971808187896295
420,6.040254711301223,-7.509720876476984,0.3673947032124365
332,5.805134968946609,-5.536552403379059,0.451415412089373
484,6.182084906737293,-5.9441142805439515,0.43621945110132765
294,5.683579767372695,-3.5499065818826243,0.4452800899020528
209,5.342334252012658,-2.848785249428233,0.39125016901589255
500,6.214608098442191,-4.313579508396225,0.3440071415738331
212,5.356586274719183,-5.267007949624304,0.3887619431453806
239,5.476463551973351,-7.86818954998587,0.43550136740627654
113,4.727387818800836,-3.1282403768681393,0.26949218627230875
250,5.521460917902246,-4.595891066287529,0.3589382827596064
223,5.407171771504962,-6.2468828877119735,0.4463433923646073
91,4.5108595066267405,-3.5908530843203272,0.3925483473309185
315,5.752572638857379,-7.219528033294855,0.3955559332140377
115,4.744932128450206,-1.4120951869749856,0.29581763368833214
396,5.981414211279733,-7.591839456820896,0.34053542445218193
420,6.040254711301223,-2.1814869184881935,0.3352010371960301
343,5.837730447195095,-3.2692267656748513,0.2579548569712946
183,5.209486152896066,-5.933398621905035,0.395400096911377
347,5.849324779975678,-3.479239312196553,0.2665991074763946
91,4.5108595066267405,-3.6181970385860382,0.23848677250618788
305,5.720311776640199,-6.049173454756196,0.4709405912507484
410,6.016157159722744,-3.908142398773182,0.3119994587042499
145,4.97673374248954,-3.8535375353851773,0.3109711658254438
118,4.770684624550411,-2.249043092993515,0.3751844319789093
133,4.890349128296942,-4.618672871883483,0.25566962459861337
118,4.770684624550411,-1.2605676155854522,0.31464162858412636
24,3.1780538307646125,-1.8846724448045122,0.20068077227463466
351,5.8607862234943555,-4.656072992249511,0.291879114393228
129,4.859812404439191,-3.9079593084072575,0.32664943066248
57,4.043051268009989,-4.988813889029844,0.47377251299559453
367,5.905361848081818,-5.6393859761249905,0.3120520213543681
39,3.6635616463860567,-3.409214593445748,0.38453633060705017
301,5.707110264782099,-8.082698768541434,0.4262710924726451
272,5.605802066332762,-5.55394613068611,0.4317175720809838
50,3.912023005628146,-2.0195683274300364,0.3700544790440245
392,5.9712618398159725,-3.0151814419933194,0.28534494224655554
197,5.28320372878875,-1.9268413427634268,0.3205995071677532
48,3.8712010111162245,-1.84318478653722,0.3565601290654988
232,5.446737371709413,-4.9216698643701235,0.28144135476282545
374,5.92425579744127,-2.427632613374946,0.3812215634886663
57,4.043051268009989,-4.678638768096928,0.37844600365067615
210,5.347107530765088,-3.9758023555347575,0.3561511377295124
472,6.156978985606742,-7.532602021294625,0.4270879966648126
256,5.545177444518625,-4.734849599862156,0.45889877411881663
69,4.234106504742186,-4.6970991814809295,0.30671278563988236
250,5.521460917902246,-3.5203652570672883,0.2793883773104559
103,4.6347289883267235,-5.684773498679682,0.46940652126125704
221,5.398162701563002,-3.739825159965966,0.3248292869460214
473,6.159095388513075,-7.481825585260941,0.47925730319836
434,6.073044534123446,-8.089859588750828,0.33937564941989956
78,4.356708826817797,-3.7034124660746586,0.3276977306105544
227,5.424950017525456,-3.352170589462251,0.35241663135607704
442,6.091309882100322,-4.595694992801755,0.3720871263145633
211,5.35185813352346,-6.422751167660118,0.4297711279651316
423,6.047372179069919,-4.153904063765546,0.345763914911776
79,4.369447852593604,-4.6239524137949894,0.4645003809605428
56,4.025351690913721,-2.6798582545113865,0.2400580546109795
413,6.023447592985246,-1.6690176711928137,0.33936924400749724
290,5.669880923015002,-1.8766264603354617,0.21752880747188114
155,5.043425116983763,-1.8002687764160012,0.4237919436265907
252,5.529429087551106,-3.9126090100971482,0.41918749957322154
153,5.030437921457795,-5.557145480715228,0.40271081078687926
345,5.843544417060345,-8.169882179265281,0.34750751568243193
11,2.3978952737074617,-1.4573900542952578,0.3732839825783672
258,5.5529595849603774,-7.745199260306794,0.3996194596103356
492,6.198478716512633,-3.3858901762739535,0.3088373510641359
113,4.727387818800836,-4.6608878453952425,0.43888517911922054
254,5.537334267057907,-2.496037715324847,0.2826411438090512
173,5.153291594555583,-2.6502852198723135,0.3428710121406849
28,3.332204510532347,-1.8256677124019913,0.33991047260105356
175,5.164785973980657,-4.823810212716497,0.26928320411537926
494,6.202535517208165,-2.173890633151146,0.3741694585459308
460,6.13122648950488,-2.7795183951871034,0.3781816009188569
144,4.969813299645445,-2.374194552466089,0.4344578967181455
167,5.1179938124766355,-6.6209840023596245,0.39139674874086083
309,5.7333412769301075,-6.91730715181654,0.41463672982393185
75,4.3174881136696435,-1.96702677176975,0.36588642613661554
86,4.454347296369787,-3.2178469808561307,0.408382696868398
8,2.079441542929836,-2.9552556709581856,0.21320288234268503
349,5.8550719222310805,-3.8150447218386807,0.24907095538463836
269,5.594711379639014,-2.89906825121672,0.4019643138872501
362,5.891644211853396,-1.689170287262604,0.2715523750601492
213,5.361292165756374,-2.904168332569596,0.32671612728139326
410,6.016157159722744,-4.134623231538251,0.3774708476522716
217,5.379897353586543,-6.296149178635794,0.34237251231084315
130,4.8675344505325056,-4.6469342421538204,0.30020416775882774
339,5.826000107409949,-3.8019808421815364,0.30314185322468656
463,6.137727054107832,-2.8408152318163453,0.324695819839285
117,4.762173934883226,-3.671999689539581,0.4723039921771428
32,3.465735903112227,-1.2400105342372347,0.2803915550343032
395,5.978885764926439,-2.4153110239747324,0.24121287344038728
287,5.659482215794465,-2.770498208373225,0.41500563301558363
78,4.356708826817797,-3.2153965247750054,0.3786145511898657
219,5.389071729862163,-1.3084919247180475,0.32723551467241835
75,4.3174881136696435,-3.121048178357885,0.41848473500260597
416,6.030685260285302,-9.02939150231757,0.39566538021907144
148,4.997212273831683,-1.3205712685352045,0.29448610693874805
29,3.3672958303313014,-1.7153856266078205,0.2993633481525338
261,5.564520407361008,-2.8068191090217267,0.3047763244700707
92,4.521788577157736,-4.747598514713537,0.4575748745509047
240,5.480638923383658,-2.4669355396190924,0.3997834702864978
10,2.302585093994046,-1.4285330535155638,0.3621832618721432
203,5.313205979091048,-5.284954313549302,0.32412442055851154
494,6.202535517208165,-2.824371116589945,0.2229401381048662
454,6.118097198063374,-1.6377113690297989,0.28550792707657874
232,5.446737371709413,-4.911458835941947,0.37272610959814906
192,5.257495372079865,-3.3103892554537135,0.27210153399657355
236,5.463831805067983,-6.830249561020522,0.39026164878473335
362,5.891644211853396,-3.5388906478818654,0.29879329697689455
101,4.615120516940269,-4.106462596575107,0.31926273119783943
280,5.634789603204964,-4.645927572552857,0.3564083806683668
408,6.011267174428672,-3.8282511384989486,0.4232157697305866
175,5.164785973980657,-5.107496157821229,0.34663382574182217
405,6.00388706713123,-2.712140955227724,0.4012513514539731
32,3.465735903112227,-2.82720132073222,0.3336442137455899
