sample_id,N,m,alpha_true,M_eff_true,M_eff_noisy
2531,319,1.0,0.33613022646216767,6.9438403844027174,7.080267504685742
2532,48,1.0,0.36331760071551555,4.0815444692510825,4.368178563602568
2533,37,1.0,0.3515971174759348,3.5593869661922297,3.406034397497135
2534,406,1.0,0.23216182532438434,4.032739465261989,3.7902643808096634
2535,270,1.0,0.360297205558464,7.516463795200071,6.9664498480195975
2536,349,1.0,0.4237250645774168,11.952503189196621,11.290646199580241
2537,215,1.0,0.3606725248326647,6.938194468063138,6.592157853811477
2538,20,1.0,0.3320257142874489,2.7038052913216593,2.658117018517475
2539,398,1.0,0.3686293972519818,9.08643093238341,8.673138704105183
2540,183,1.0,0.22153517239132564,3.171118652743656,3.160540918064137
2541,338,1.0,0.285381628414185,5.268735127474901,5.367897204750459
2542,105,1.0,0.4310537628314973,7.434320034113033,7.065716480312361
2543,464,1.0,0.477948722205682,18.81303491692186,18.307260044451283
2544,128,1.0,0.2230367114672659,2.9511085340021292,2.7673607152095845
2545,124,1.0,0.4129957607447992,7.321065314788165,7.383887854528224
2546,52,1.0,0.40821479283675777,5.01762209903605,4.701730999991662
2547,272,1.0,0.4019383432281458,9.518019533744921,9.357490514283903
2548,295,1.0,0.31671529148838795,6.056621023377562,5.877435710478257
2549,24,1.0,0.44189747586136374,4.072976120543553,4.137285026029766
2550,444,1.0,0.30659035961610215,6.481299593140207,6.8668822485639005
2551,105,1.0,0.24435109029332652,3.1180265502176554,3.0344201314300676
2552,379,1.0,0.34306629220466733,7.66733065518272,8.276233993718508
2553,123,1.0,0.39784982337873054,6.783727270780666,6.846335262891048
2554,255,1.0,0.3227438403470057,5.97992889210376,5.436846171269007
2555,79,1.0,0.36194701512820726,4.86228556368515,4.751163517625301
2556,31,1.0,0.3419485903585152,3.235705811419257,3.0537497049441935
2557,376,1.0,0.34179134766371116,7.588866692717666,7.709338955925455
2558,456,1.0,0.3334540412727083,7.70269270746066,7.399728772556411
2559,117,1.0,0.4178444285079522,7.314420761024604,7.6843449905963555
2560,315,1.0,0.30372556251136495,5.738531610477831,5.5273002420618305
2561,233,1.0,0.3357822922499493,6.236144900664669,6.363416122633839
2562,406,1.0,0.3898832820200515,10.399697121983335,9.546165718899358
2563,80,1.0,0.42226817481664536,6.362302811015966,6.301898414470388
2564,152,1.0,0.3205319423746966,5.00438326603577,4.900275366215121
2565,441,1.0,0.22562716727679846,3.9505465904479973,3.795478068017469
2566,349,1.0,0.34401138475718757,7.494814637865077,6.995712393485765
2567,392,1.0,0.4815692373493704,17.735637087681805,17.953364444385045
2568,439,1.0,0.4694952016583331,17.40301172579207,17.543574473056715
2569,111,1.0,0.29638975070210244,4.038431937272682,3.6016218474972232
2570,459,1.0,0.4242382408828757,13.466127783194427,13.995690431300492
2571,61,1.0,0.4729516564372854,6.98835088463068,7.072603578373853
2572,417,1.0,0.37882972757330535,9.830722292383294,9.454047657339549
2573,291,1.0,0.28824094095145686,5.1309151590595965,4.930650599379909
2574,197,1.0,0.33736981432082147,5.944066297177612,5.953201372900066
2575,255,1.0,0.3067085145912516,5.471499502191096,5.323685998061634
2576,251,1.0,0.3348194191386511,6.360003601071342,6.492720411955374
2577,83,1.0,0.21277535271332293,2.5605456208026682,2.5692025558564477
2578,335,1.0,0.3539785151879413,7.830898800605756,7.372993250030535
2579,15,1.0,0.33573034897182336,2.4822729165299324,2.487370583756531
2580,490,1.0,0.40090349244779894,11.981439630176387,11.624725595418685
2581,95,1.0,0.35217240958907275,4.971640160735772,4.323580428005487
2582,165,1.0,0.4414502948892842,9.525964113371257,8.944313467418128
2583,282,1.0,0.26636736896913465,4.494345011740256,4.405318992418635
2584,10,1.0,0.3419760195031272,2.1977385166108503,2.1696488042509126
2585,92,1.0,0.32414894765949787,4.330716530414178,4.250493579971998
2586,445,1.0,0.3933691777974987,11.009895579334458,11.543701408982983
2587,238,1.0,0.3390407255392688,6.393760670097368,6.214347687040654
2588,387,1.0,0.36798052971824335,8.958334023551833,9.092974971837629
2589,293,1.0,0.3758588509801007,8.456565739072486,8.930882385475561
2590,284,1.0,0.27128921540763096,4.6297635094852785,4.549786543328184
2591,348,1.0,0.41613466574191726,11.419293335672885,12.541887133248224
2592,43,1.0,0.4450445129866557,5.332933562517021,5.017382690916227
2593,398,1.0,0.4422309039756608,14.117202396905029,14.04108475467873
2594,309,1.0,0.329839212723835,6.626526583652439,6.7064765111938955
2595,290,1.0,0.2544001959882709,4.230917269097686,4.180349021375518
2596,304,1.0,0.3709276380300235,8.3361675288067,9.485375224897396
2597,282,1.0,0.4679366597931566,14.013976452153067,13.61993739879074
2598,16,1.0,0.3985845838310288,3.0195599896749403,3.148537850801699
2599,174,1.0,0.37025053251614937,6.754054368912929,7.015226798229788
2600,177,1.0,0.3907559605069772,7.558035942551428,8.082635217207603
2601,340,1.0,0.4966033681722173,18.077607661431234,17.788910671392383
2602,417,1.0,0.3397805624596564,7.767321874045479,8.424318606986358
2603,151,1.0,0.38107439470858523,6.766316700456806,7.062789562231194
2604,230,1.0,0.34780508266122706,6.628586763003311,6.705839900371853
2605,340,1.0,0.408539800856414,10.81956729957277,10.450940922051696
2606,320,1.0,0.43033481521508016,11.96887284124085,12.95107252806803
2607,83,1.0,0.37078235908010426,5.147072698219452,5.16433269728992
2608,448,1.0,0.2701011343512969,5.201315514007322,5.344291133823475
2609,53,1.0,0.1419003747499637,1.7566101670526597,1.7137491933289382
2610,141,1.0,0.4603034413759049,9.756475399320673,9.981105854153913
2611,125,1.0,0.2375907728976293,3.1492451608271788,3.361533385552927
2612,263,1.0,0.45767167271030773,12.80988394958145,12.79614165836354
2613,453,1.0,0.4039242329548252,11.826668639909752,11.088965895060197
2614,468,1.0,0.3694563632614119,9.694810440784593,10.300057446221295
2615,497,1.0,0.30220051449593194,6.528904076481373,6.278858166762264
2616,173,1.0,0.5065353635381277,13.603463524485306,14.160268676811917
2617,145,1.0,0.3825238442063349,6.710807743113339,6.347171960894295
2618,279,1.0,0.26839080614491106,4.53291613001792,4.268256304399778
2619,464,1.0,0.4219464266581908,13.33913701553409,13.257721056357944
2620,457,1.0,0.3184153074117378,7.03004385952346,6.948342545611266
2621,276,1.0,0.418765158645645,10.523681096124266,9.564635722617203
2622,177,1.0,0.4272944145496922,9.131590356198672,8.647277392526526
2623,106,1.0,0.4638548469027266,8.698571589272088,7.687014018500111
2624,287,1.0,0.2805202354274373,4.891990537596304,5.071289825698244
2625,190,1.0,0.3267777894523009,5.554513983271244,5.915566634791933
2626,135,1.0,0.3980259690451202,7.045765141016026,6.461552811032763
2627,319,1.0,0.37746124259653024,8.812191826317237,8.016104065658574
2628,221,1.0,0.3355583390747145,6.118998933433717,5.86003536697202
2629,424,1.0,0.407758853970732,11.785057088395176,11.341471959411935
2630,252,1.0,0.39462742486124003,8.864587097696566,9.56750071847118
2631,189,1.0,0.4050066556539259,8.355687363258804,8.413535467385646
2632,353,1.0,0.3760783085182049,9.081609038775877,9.367542425838971
2633,293,1.0,0.2414437366238648,3.9410299563513886,3.8331411766322883
2634,109,1.0,0.36844145042846993,5.632126154480529,5.510267422776141
2635,95,1.0,0.33449076457067844,4.587016272948845,4.190339727662483
2636,64,1.0,0.25462893677183374,2.883405260129634,2.6828141138631936
2637,446,1.0,0.34603272909663535,8.255750726955585,8.223844847930476
2638,485,1.0,0.35492662248189877,8.979274413629549,8.717082137649097
2639,472,1.0,0.2870732239183834,5.856216853632062,5.976057104861304
2640,279,1.0,0.31775051815405775,5.985383785461248,6.107326628357264
2641,133,1.0,0.35479597977826877,5.66935985155324,5.709119649537795
2642,135,1.0,0.16565485252679066,2.2537208693205844,2.3162673751804754
2643,289,1.0,0.21176628025261124,3.3199778196099143,3.5485848943045863
2644,93,1.0,0.5056701724389819,9.894710953907255,8.833821456202918
2645,439,1.0,0.3537804200031787,8.60700802344476,8.338658444564347
2646,237,1.0,0.3335422199716752,6.195535291765277,6.640118058170209
2647,91,1.0,0.4309811735121284,6.987309140342122,6.141851325621889
2648,278,1.0,0.4690868375851268,14.011003586246716,14.430442510931618
2649,111,1.0,0.2724157863186859,3.6072668234844194,3.564914723212332
2650,419,1.0,0.4280646775537844,13.257975136349847,12.48192203569514
2651,271,1.0,0.2902047226508008,5.082286906168978,4.931644356634558
2652,470,1.0,0.36159668571446757,9.251703997383828,9.66799493439762
2653,166,1.0,0.3825273955200299,7.067277829736075,6.692234221829464
2654,194,1.0,0.2752829182863105,4.263759859483815,4.13729209500751
2655,312,1.0,0.4187729737861729,11.078591180077861,11.952135150289486
2656,143,1.0,0.4151380012268074,7.848052408665611,8.698329395678691
2657,446,1.0,0.3565609429520997,8.803377704005007,8.546902558262992
2658,178,1.0,0.3250353524347766,5.38847731152693,5.406958475220027
2659,318,1.0,0.40091865429649204,10.075572060017846,10.424289354518816
2660,158,1.0,0.3490648520401888,5.854285669720037,6.294312808657819
2661,139,1.0,0.2516982604714874,3.462526432124514,3.189094980487636
2662,68,1.0,0.33834902618645873,4.168958827717682,3.4914583168177287
2663,93,1.0,0.3831602410474142,5.678640834329537,5.497171561482089
2664,358,1.0,0.30741697366599147,6.096870789456896,5.7286273779509695
2665,309,1.0,0.32791737529255555,6.553912654769645,5.94097430805765
2666,480,1.0,0.3551647970737091,8.959473721023015,9.307657683765452
2667,117,1.0,0.341722811350986,5.0903340909711785,5.081526950091466
2668,86,1.0,0.3538031167623738,4.835390817488186,5.019713158813537
2669,345,1.0,0.15166467906125947,2.426037550082155,2.43808657774612
2670,37,1.0,0.4002360549101692,4.242783501106673,4.287940384244819
2671,496,1.0,0.38980737859988634,11.238766450855515,11.204863189277997
2672,231,1.0,0.4636208867084501,12.468662852467055,12.272448368640301
2673,196,1.0,0.28620826362952695,4.529628973590377,4.237983149326677
2674,320,1.0,0.40038180727344624,10.069698694990736,10.169341092944748
2675,213,1.0,0.4154238375982968,9.273942315856962,9.558207189704008
2676,78,1.0,0.3265387139820665,4.148032383953387,4.4453649806997255
2677,45,1.0,0.2459916720037051,2.5508005998293846,2.564033004930167
2678,41,1.0,0.3008378281340373,3.056232521128563,2.7900054662946934
2679,244,1.0,0.4339925751870591,10.866994786566233,11.906677013415322
2680,27,1.0,0.4013941803872099,3.7544047005931658,3.583745722089143
2681,86,1.0,0.28663764415955273,3.5850901323887716,3.8225369765164365
2682,119,1.0,0.2828000509782189,3.8633565087652753,3.9044236389471823
2683,469,1.0,0.37914005580249155,10.297898824951002,10.520380757945734
2684,313,1.0,0.43939012164382496,12.488708535126921,13.723492096802751
2685,377,1.0,0.38399129598414133,9.756468662864362,9.55620910814134
2686,456,1.0,0.3695242938077967,9.606210647831057,9.22703746801706
2687,296,1.0,0.3115516143455027,5.887554252728317,6.233554318786526
2688,318,1.0,0.3789857323730676,8.87941133119135,9.116819804025162
2689,286,1.0,0.4739610452967313,14.59559529168899,13.569585457847342
2690,466,1.0,0.45664045875848036,16.538380103248862,17.00973848936172
2691,88,1.0,0.3839869819005335,5.5802805356950795,5.438393146039567
2692,387,1.0,0.4646929294556088,15.940098066091936,17.731990611167507
2693,232,1.0,0.3296330173816322,6.022030378947631,6.443172057122662
2694,16,1.0,0.19504161922275184,1.717329029169784,1.5789152749133173
2695,361,1.0,0.28578444756201116,5.38140630007535,5.658446646226976
2696,271,1.0,0.4016490039247192,9.488546543696037,9.427215505781303
2697,250,1.0,0.4098738748769684,9.612867652032714,9.214681500444742
2698,271,1.0,0.2954555569083737,5.234006971598116,5.443998517487859
2699,37,1.0,0.39751051148754624,4.201232045314082,4.036520556913151
2700,480,1.0,0.3638947132955131,9.455609130734853,8.975132610712357
2701,95,1.0,0.421699585545044,6.823469028988966,6.909317859625244
2702,56,1.0,0.4104235130036733,5.217920662333803,5.075819796732425
2703,99,1.0,0.3585310143554046,5.193942179222395,5.195324236799822
2704,369,1.0,0.33908290617962,7.42052718538006,7.872983323156344
2705,405,1.0,0.3582204029515257,8.590997429559772,8.873671697172572
2706,397,1.0,0.32343790905202396,6.927034770063614,6.3758811069683246
2707,225,1.0,0.2794748553260891,4.543346596693525,4.404511331593813
2708,402,1.0,0.2604413808122676,4.767033777708083,4.534059115856047
2709,335,1.0,0.3555005082086342,7.900502451096779,8.195130205702618
2710,389,1.0,0.27327327947336555,5.102276867085968,5.470684885757965
2711,353,1.0,0.31558224530672846,6.368431210251578,6.689887746008484
2712,67,1.0,0.33629515136739774,4.112444994857749,3.723675284434014
2713,473,1.0,0.37127773270178155,9.842748304776459,9.860077430641642
2714,230,1.0,0.25284507412407875,3.9550433657752992,3.6990843209105444
2715,278,1.0,0.2364985891370064,3.7845404028503227,3.842838845626378
2716,167,1.0,0.3969703655779261,7.62697934274497,7.223330667319993
2717,11,1.0,0.28576060608839593,1.9842162630811702,2.05298685793487
2718,73,1.0,0.3761938557391188,5.023085970837428,4.913273296339473
2719,368,1.0,0.3137206433649986,6.382038627555306,6.596579900886765
2720,82,1.0,0.2338211578142928,2.8021422013060326,2.749689270057936
2721,187,1.0,0.34482229695162475,6.072697401802265,5.8649967399175775
2722,360,1.0,0.2773767295885712,5.117511502660874,5.4774258339434265
2723,245,1.0,0.41497614442432196,9.80498492037445,9.547810484755802
2724,489,1.0,0.26877681897192224,5.282309946116001,5.241597237262302
2725,453,1.0,0.40161227103160535,11.66061968690071,11.916476081158367
2726,131,1.0,0.3509342465662267,5.533794239271213,5.3702269179646684
2727,450,1.0,0.34602621612209816,8.280967624379704,8.562397298510861
2728,105,1.0,0.2915693561065572,3.88433664945949,3.9961329181884877
2729,59,1.0,0.48368649521162793,7.186827203962779,6.873123574465837
2730,76,1.0,0.381331125790473,5.21450111366397,5.100157402897183
2731,143,1.0,0.3361421065625897,5.302726109262511,5.378182233965809
2732,74,1.0,0.31678579359921294,3.9097235815924627,3.5931598612028877
2733,157,1.0,0.4258950364850088,8.614354948165403,8.448437741407652
2734,259,1.0,0.3345371234584104,6.417093410032717,6.488637207697687
2735,385,1.0,0.43886089960513985,13.635077841841177,13.52480053651263
2736,329,1.0,0.5897380273561116,30.513086720110632,31.21905511966525
2737,333,1.0,0.3662674660457077,8.39245956809978,8.537019825148645
2738,167,1.0,0.3598042170343728,6.305837277916735,5.979699497353932
2739,363,1.0,0.25168247419931983,4.40842679177979,5.00546221179189
2740,442,1.0,0.29136287150874524,5.89899229278938,5.936819215811795
2741,36,1.0,0.3312989491290967,3.277942891748847,2.9855229708121787
2742,490,1.0,0.44995325698092914,16.235381124880654,17.653421310382296
2743,323,1.0,0.3119261843576584,6.062977667819809,6.176026036931131
2744,466,1.0,0.23642450877073207,4.274367209848046,4.127529760309687
2745,466,1.0,0.21977253391810977,3.858672628365171,3.741602739453837
2746,441,1.0,0.3127055504882274,6.713216059821204,6.815958033275274
2747,206,1.0,0.4850808727065839,13.256007178189558,12.541497961637454
2748,429,1.0,0.3375901219418279,7.73911995634073,8.372597673984266
2749,440,1.0,0.2954832643396739,6.0408218200203185,5.737764045272206
2750,16,1.0,0.5032947828827136,4.036707720121932,3.7282005096184236
2751,372,1.0,0.3134316601248457,6.392776792704346,6.51580693507263
2752,136,1.0,0.35728880058165147,5.784816104429059,5.988145287771138
2753,477,1.0,0.41276413899391995,12.752529372578667,13.244206235471134
2754,237,1.0,0.36647256848821946,7.417885507780729,7.253723133830709
2755,103,1.0,0.46504665715061677,8.631041856461655,8.74135373410437
2756,428,1.0,0.4300483570732769,13.540916798445679,12.649138845171235
2757,429,1.0,0.24695564052866634,4.467866385313335,4.059332027154847
2758,230,1.0,0.47982696400473335,13.590038821990417,13.507788964795001
2759,13,1.0,0.3111931622977192,2.2215267876485925,2.348451579088829
2760,274,1.0,0.4919031738439452,15.817477992906804,15.549175219681437
2761,112,1.0,0.3533892919944039,5.298728973110957,5.387938284393171
2762,341,1.0,0.40876410557006915,10.846736210225405,10.456455145054047
2763,319,1.0,0.2704765818104759,4.755725130818216,4.703990099520676
2764,287,1.0,0.35549843345048127,7.4777882655848815,6.987519283197266
2765,312,1.0,0.3271860939575662,6.547156155316937,6.501130982913544
2766,441,1.0,0.29611594135358144,6.068207491227638,6.02903074868074
2767,158,1.0,0.34371735356455957,5.6979232532739275,5.45334807518521
2768,322,1.0,0.28134558580882274,5.076614423595801,5.334308383235328
2769,29,1.0,0.3546407935006611,3.3008514987011104,3.3825062880839822
2770,308,1.0,0.4268450566202024,11.54052514221951,11.577776803529924
2771,335,1.0,0.26703507932320947,4.723626390904443,4.98418375351827
2772,404,1.0,0.2961268993626768,5.913160024271013,5.415929244687105
2773,180,1.0,0.4207239548848913,8.88888254680633,8.285806131827393
2774,195,1.0,0.3786859686470639,7.365529530097242,7.75838625689134
2775,330,1.0,0.2724362690152656,4.854388622673442,5.125517674239427
2776,249,1.0,0.259128077125213,4.177558394348753,4.083859996209184
2777,92,1.0,0.3520014933956052,4.911976133119618,4.9121104969901905
2778,451,1.0,0.31705680592479,6.942641447780243,7.7591027008868245
2779,325,1.0,0.356133865398039,7.844526433489364,7.263192160291825
2780,25,1.0,0.29010788355362993,2.5442127063631057,2.6132464462343803
2781,298,1.0,0.45109763621133175,13.065111132211701,13.136458976008031
2782,409,1.0,0.36093663898626643,8.763278879631759,9.42243603176689
2783,317,1.0,0.4217594836171831,11.346070112235745,11.493586889938138
2784,384,1.0,0.38407466021379916,9.830511982143216,9.8425327826196
2785,241,1.0,0.4140152468467244,9.687046264050764,9.858145261720704
2786,136,1.0,0.36473907572122266,6.000466416923757,5.832818713022654
2787,248,1.0,0.3760355541161706,7.950582795935223,7.764285321385956
2788,303,1.0,0.2315770896117167,3.7553054016976217,3.395442627041893
2789,448,1.0,0.37270372475591645,9.730635198906691,9.452358157720955
2790,232,1.0,0.3556946203642842,6.94050946411237,6.705844101323934
2791,140,1.0,0.41084974604811386,7.616161741952067,7.442454270264388
2792,134,1.0,0.39165577281369063,6.8091495645046765,6.738856886255967
2793,94,1.0,0.3814458492993133,5.657719732031635,5.412844175407903
2794,364,1.0,0.4003745982016906,10.602296305899673,10.181104377053678
2795,339,1.0,0.42115973213858304,11.631031372417755,12.587558977898874
2796,288,1.0,0.2673331150384226,4.544405270510066,4.499306608097232
2797,298,1.0,0.28490108429541255,5.068820318020416,5.557804938119058
2798,477,1.0,0.4508469076103053,16.12878780210294,15.629243649082222
2799,114,1.0,0.24547803403396745,3.1983424265759086,3.0945920155247197
2800,335,1.0,0.3463028142390027,7.489108503340437,7.335355855388015
2801,25,1.0,0.3156372878526598,2.762116504469963,2.638627238187122
2802,33,1.0,0.43642506704162964,4.599573339563897,4.503856826738063
2803,283,1.0,0.24603259028257718,4.010692515458653,4.056092069995115
2804,72,1.0,0.3120247426978006,3.7978140278883945,3.656524007018799
2805,390,1.0,0.4147684592705751,11.87659302941033,11.300001408531624
2806,307,1.0,0.30003789818403725,5.57488317185789,5.793620031199804
2807,271,1.0,0.26300361305467906,4.363949476877388,4.628478217474668
2808,283,1.0,0.3881778605387563,8.948066706554506,9.199910051052623
2809,127,1.0,0.311194257474691,4.5153522585544605,4.402727369398173
2810,74,1.0,0.3056490052423424,3.7267376051025685,3.914924951471853
2811,177,1.0,0.4234183626758773,8.950208648813248,8.732839588123841
2812,152,1.0,0.3216157339998179,5.031705645874706,5.065844014084437
2813,246,1.0,0.32814164914497335,6.089272212785088,6.149347035962724
2814,284,1.0,0.3638667762446776,7.810539543412119,8.665184859153442
2815,100,1.0,0.2987558063950442,3.958326490365323,4.014849754623231
2816,204,1.0,0.32934596211816897,5.763248814700884,5.8167159105556445
2817,72,1.0,0.29556172601607844,3.539618028360714,3.621600586923286
2818,467,1.0,0.4106288904196594,12.476668288411854,12.955117533898507
2819,77,1.0,0.27044942504759095,3.237429591075882,3.158011650827449
2820,87,1.0,0.18834863595386325,2.3190270029885562,2.371052254750675
2821,235,1.0,0.4564213726787135,12.083870110967178,11.887303568423738
2822,407,1.0,0.42748061197486814,13.048212324484767,12.68843746144203
2823,97,1.0,0.2402664491626466,3.0016122553195395,3.09896087893582
2824,445,1.0,0.37507480136195664,9.847661344839917,9.689295961964081
2825,249,1.0,0.297702713476176,5.168387264502342,5.568729337984862
2826,154,1.0,0.32965778082393976,5.261786548189293,5.5125174410876046
2827,30,1.0,0.3335486076662006,3.109508425169114,3.0052261631635164
2828,324,1.0,0.29466435637042415,5.4924755152959905,5.547895650669139
2829,256,1.0,0.35368039497464887,7.1079974302853195,6.822722398360783
2830,317,1.0,0.3769001306649762,8.76293444413177,8.920228478745363
2831,209,1.0,0.30266444162509915,5.037624357626522,5.238426795825681
2832,187,1.0,0.35448925137023124,6.3876841025094695,6.585337833948006
2833,311,1.0,0.3716357212114414,8.441095329144556,8.338370790443767
2834,145,1.0,0.24901253491819328,3.4530886272345174,3.351577809271643
2835,384,1.0,0.3576831419072766,8.401787867549654,8.906487174671916
2836,108,1.0,0.34766133757283946,5.092638191928206,5.083394770273168
2837,67,1.0,0.33956672419449285,4.169406497786281,4.213885504859582
2838,22,1.0,0.2964978703523056,2.5004919801904304,2.451754514902021
2839,415,1.0,0.3552464554921344,8.51240555906673,8.272168467514804
2840,162,1.0,0.3762930632591789,6.783052416830934,6.9431776998337815
2841,136,1.0,0.2906649803923783,4.170086320837019,4.298209947879445
2842,453,1.0,0.4070310514590131,12.053535295729462,11.520951125981126
2843,417,1.0,0.20243520549252686,3.39162463197876,3.2066667540011937
2844,446,1.0,0.4118082370900913,12.331557083144984,13.056785832656749
2845,88,1.0,0.3177339469489448,4.147898821213257,4.4769846029700995
2846,30,1.0,0.4028781354728959,3.9364057450093544,4.111993394096585
2847,253,1.0,0.25110255567575673,4.012635439058042,4.057498269782239
2848,279,1.0,0.3284560726052226,6.357312377375151,6.199431833863722
2849,463,1.0,0.3324462523558886,7.6941812172558155,7.434617866702718
2850,458,1.0,0.2811685376157723,5.599531024787158,5.582889945612652
2851,41,1.0,0.4852896869933757,6.062718069710887,6.340864426938408
2852,128,1.0,0.3491185185550044,5.440840854273843,5.639784059618242
2853,294,1.0,0.35697629023671207,7.605739963694086,7.177426575176517
2854,394,1.0,0.3410608463289217,7.6775408885616745,7.817137148117391
2855,176,1.0,0.2858007006035901,4.382976011051442,4.606664551459154
2856,78,1.0,0.39624696489231626,5.62000553901693,5.678754457285682
2857,308,1.0,0.2941073594248725,5.3938775127873955,5.448634731518305
2858,351,1.0,0.40099817680712485,10.48729568947366,9.322544465091982
2859,304,1.0,0.3613123366835251,7.890288012520142,8.044947046726978
2860,351,1.0,0.3156255219996229,6.358634869227209,6.7402679518079465
2861,41,1.0,0.3078092558505953,3.1363881100091136,3.042286499548004
2862,262,1.0,0.359294461962042,7.394047927942789,7.285394325195681
2863,163,1.0,0.2756925745587704,4.072711960918794,4.070405646602425
2864,457,1.0,0.23423629165786947,4.198062566044187,4.3840942934748695
2865,403,1.0,0.47390451197328914,17.165869889972733,17.23206648266114
2866,439,1.0,0.3174105365192384,6.898363593784573,7.203134344586859
2867,245,1.0,0.2881386764671367,4.8799025953194315,4.8846948780474575
2868,101,1.0,0.2973575983798558,3.944574747281194,3.8626118103391502
2869,61,1.0,0.3340457923844515,3.9480434115744423,3.6387447717084136
2870,447,1.0,0.3131959694865982,6.761851583187791,6.535721564324698
2871,217,1.0,0.3486399605259549,6.525040766782739,6.726198651465725
2872,72,1.0,0.30873348144287,3.7447318785466464,3.41873727169717
2873,111,1.0,0.3290748279081303,4.710470705578326,4.4783053538569275
2874,154,1.0,0.4060125843559319,7.729669787521029,7.511067333543393
2875,208,1.0,0.257882472735202,3.9608455227127397,4.022381319606442
2876,64,1.0,0.3562960158213349,4.400831379086331,4.351364252975935
2877,241,1.0,0.24708164371246327,3.877507854610819,3.9538016338022564
2878,145,1.0,0.4154437139799694,7.90545280171742,8.159186899174939
2879,313,1.0,0.3120593372871112,6.008387198608417,5.6514873073231735
2880,329,1.0,0.3871343095152157,9.429591865301111,9.637846709193498
2881,295,1.0,0.1904036468266457,2.9529977690051465,3.202658957205997
2882,216,1.0,0.283574588136972,4.5918930148251125,4.525498742259621
2883,14,1.0,0.3163788875676936,2.304680424046004,2.4498300350472046
2884,390,1.0,0.2805692289170445,5.333017378053632,4.908785632915677
2885,75,1.0,0.46756352980499666,7.528531344788238,7.830631892375774
2886,27,1.0,0.400117031456983,3.7386345941587837,3.3983375788780252
2887,379,1.0,0.3517261697656858,8.07188363656103,8.019472479359171
2888,389,1.0,0.3358178726215128,7.4088596078114755,7.3068575313610795
2889,396,1.0,0.2363775661208325,4.111846234898324,4.013698159223446
2890,254,1.0,0.2633083972792361,4.297470574143472,3.846144276044707
2891,112,1.0,0.4171643278884402,7.159136765926982,6.978533364951797
2892,76,1.0,0.5076844744879357,9.012802621394316,8.7870389275151
2893,96,1.0,0.3066991748511681,4.054720768078385,3.844229473914512
2894,58,1.0,0.32388920056259674,3.7252487965299848,4.025167602627937
2895,79,1.0,0.3778795051676324,5.212839893296232,5.086212604223271
2896,111,1.0,0.26230971594047153,3.439601182413285,3.426107524149328
2897,22,1.0,0.40503684266918755,3.4972819317528687,3.670553462496932
2898,113,1.0,0.3510838249960097,5.257782698319285,5.2339222623486314
2899,100,1.0,0.3950220585539159,6.166576408564994,6.205446784724491
2900,385,1.0,0.4149272593631695,11.82437337012283,11.982215975701562
2901,389,1.0,0.4460672939533075,14.298543802444193,14.854912050819493
2902,28,1.0,0.31611364527274816,2.8672555402299005,2.941885846499008
2903,134,1.0,0.23474388657089326,3.1573654150610038,3.190902565085227
2904,59,1.0,0.33762867979387745,3.961780652793232,4.032419793604834
2905,470,1.0,0.2750092625112178,5.4306480920870115,5.840233939698372
2906,438,1.0,0.39827276349435975,11.272680387372066,12.904239434348685
2907,438,1.0,0.20578740932300552,3.496086054079916,3.4028430433976737
2908,432,1.0,0.3198200492726622,6.964349244539007,7.588557043734207
2909,373,1.0,0.22629264126843968,3.819080248787476,4.018911799632256
2910,85,1.0,0.34825455198802896,4.698172122516951,4.460167177163614
2911,383,1.0,0.4154847865817229,11.838039678577918,11.472866432999874
2912,319,1.0,0.19536844033107145,3.084335983895991,3.0134313378580977
2913,363,1.0,0.39030173995304046,9.980125667697026,9.851238579983304
2914,404,1.0,0.4363982513922386,13.722090213567203,14.85800054202423
2915,90,1.0,0.34115413528636984,4.641922800387212,4.5558937953125325
2916,290,1.0,0.31864533878038814,6.0902012524042695,5.9795512334318754
2917,330,1.0,0.29722969564084767,5.605019551138694,5.794785523136037
2918,318,1.0,0.39880191559814654,9.953429142438653,9.673709450445532
2919,335,1.0,0.3650829891444214,8.353162033573179,8.241671972260274
2920,86,1.0,0.4366889872933267,6.994781771549385,7.168113268186375
2921,260,1.0,0.4228022738787181,10.496783090714459,10.324525670146041
2922,251,1.0,0.235886599644126,3.6817209977961207,3.5225522547985437
2923,8,1.0,0.40141706760748724,2.304176454192907,2.268822302477113
2924,428,1.0,0.3198251975054216,6.943877060197167,6.633904444429611
2925,432,1.0,0.2645847555543019,4.98091147234747,5.129524040498401
2926,384,1.0,0.3090567889572461,6.290788870959841,7.200368163919581
2927,258,1.0,0.3389370545137704,6.567306412457264,6.4499500532748355
2928,279,1.0,0.28069647858792834,4.858167539569643,4.643588558726179
2929,310,1.0,0.33954638036513957,7.013468412209771,6.755039294282096
2930,163,1.0,0.27771900621406503,4.1149687653827005,4.004977282818598
2931,53,1.0,0.3598559091728658,4.173408158653694,4.066304514112717
2932,428,1.0,0.28298775110796326,5.554773492339346,5.472678358269794
2933,333,1.0,0.32280686669198533,6.520221048390057,6.353180215521407
2934,194,1.0,0.32534182108189075,5.550314354866186,5.581567041085586
2935,16,1.0,0.18402984772908762,1.6656893809768887,1.6857561984942941
2936,375,1.0,0.29902876998070715,5.88449778729303,6.503662178669082
2937,237,1.0,0.3856519484586672,8.238086101587909,8.260293078237645
