matrix_id,n_obs,identity_functional
1152,20,116.41070074132503
1153,20,120.70753483645296
1154,20,128.1372962294595
1155,20,114.16557135653333
1156,20,115.50130953590717
1157,20,121.48516801822944
1158,20,120.48112059812436
1159,20,111.59929110050403
1160,20,105.54593103573018
1161,20,112.46895833591668
1162,20,114.97632640800697
1163,20,122.90721382534718
1164,20,110.71493898421144
1165,20,116.93886878908906
1166,20,110.93498138031723
1167,20,115.72672809243477
1168,20,110.8421750767217
1169,20,105.4828307393203
1170,20,120.71271302685533
1171,20,115.79736864754759
1172,20,113.44633951533963
1173,20,122.0808018539831
1174,20,114.51442721663898
1175,20,110.48235357794715
1176,20,114.2133274947741
1177,20,114.39552343014957
1178,20,110.1191399288316
1179,20,119.74155398921665
1180,20,118.80945579872721
1181,20,107.26990737052292
1182,20,113.25724608898142
1183,20,124.61296776989715
1184,20,113.20058322855913
1185,20,129.80433535248346
1186,20,103.20536006169557
1187,20,114.78921460027331
1188,20,110.18970273566866
1189,20,123.44911025791855
1190,20,120.43967728790051
1191,20,109.7104445728034
1192,20,117.74196663556967
1193,20,118.869222752768
1194,20,131.33683571092243
1195,20,108.70902434397429
1196,20,113.40257120021974
1197,20,119.41950325269633
1198,20,133.61243586893062
1199,20,126.81151739874124
1200,20,111.25664074556289
1201,20,102.47055600565545
1202,20,115.60252286713501
1203,20,110.87274528353853
1204,20,106.94200583578203
1205,20,119.34919974334208
1206,20,120.97946375004395
1207,20,121.83340264931098
1208,20,109.6748850383175
1209,20,105.90669365076661
1210,20,114.1404828803789
1211,20,114.57201846064129
1212,20,106.20974204151149
1213,20,113.42523415691765
1214,20,106.44458960075542
1215,20,101.83940529614677
1216,20,120.61768649271352
1217,20,124.27655652009851
1218,20,122.49451370918997
1219,20,107.28011972811024
1220,20,115.78156047812351
1221,20,107.26122109943309
1222,20,111.51919834919804
1223,20,111.16864114038866
1224,20,124.02977405501328
1225,20,129.08706888815564
1226,20,114.49727758445411
1227,20,120.8328993253175
1228,20,110.8456448563018
1229,20,120.98534192703386
1230,20,113.74443760374292
1231,20,113.3717591220346
1232,20,114.16363055424718
1233,20,110.44097205893627
1234,20,115.8678529142791
1235,20,120.72842091817901
1236,20,112.76296418545859
1237,20,119.22801996014547
1238,20,111.61089167044099
1239,20,112.68755619717162
1240,20,127.97009697576462
1241,20,114.59210690892743
1242,20,105.70887751127921
1243,20,110.85962570378484
1244,20,106.69826047959756
1245,20,128.12945158646352
1246,20,122.36944978013042
1247,20,112.77243943541718
1248,20,114.59815803500322
1249,20,116.19493594659738
1250,20,118.68383867158649
1251,20,106.35892513623133
1252,20,112.47548075873118
1253,20,116.85874540168686
1254,20,130.09795988700677
1255,20,113.87490213491954
1256,20,127.82716741686431
1257,20,126.30521299346182
1258,20,113.26944582029043
1259,20,111.85661494683549
1260,20,107.77264389890428
1261,20,118.6119971314289
1262,20,108.10843223570973
1263,20,122.67397343228922
1264,20,110.88368266654977
1265,20,116.36778755994304
1266,20,124.19124327896829
1267,20,118.83218579387675
1268,20,110.69744524242245
1269,20,109.05286750187344
1270,20,111.33809851429197
1271,20,108.61512068983431
1272,20,106.21640301000647
1273,20,128.1255013633142
1274,20,129.65053828423856
1275,20,101.32670629533382
1276,20,120.28833126709984
1277,20,145.5184483353026
1278,20,107.33200317128826
1279,20,125.82228676488918
1280,20,114.33348791466892
1281,20,111.25099604693733
1282,20,125.72330839883821
1283,20,108.13534122223268
1284,20,110.88322847998174
1285,20,102.73227858197237
1286,20,113.45459534420384
1287,20,108.60931760597336
1288,20,111.28382550515133
1289,20,131.15839893909938
1290,20,110.48481749940676
1291,20,124.09347630130492
1292,20,115.5682209357531
1293,20,105.32933953479028
1294,20,136.17830600004325
1295,20,111.32955157347479
1296,20,109.67030819185446
1297,20,114.55655038402466
1298,20,109.19693189747954
1299,20,108.13138414318067
1300,20,108.60258166923639
1301,20,106.87752824493272
1302,20,112.12478868030095
1303,20,117.5596636046284
1304,20,114.8642712690278
1305,20,116.00554274913867
1306,20,103.87853698401405
1307,20,121.29216225393847
1308,20,113.07182505337346
1309,20,111.86028180882263
1310,20,120.15046550781796
1311,20,115.39978363929391
1312,20,115.95209032017812
1313,20,121.96372991058375
1314,20,106.00202862942788
1315,20,115.83992912727192
1316,20,103.44882172787283
1317,20,113.19669557765782
1318,20,102.60498713777046
1319,20,119.61857634164835
1320,20,108.60100126636203
1321,20,111.08906778061686
1322,20,129.7830018412311
1323,20,112.11792132368606
1324,20,114.04012843656672
1325,20,122.23955964968494
1326,20,111.57458399487962
1327,20,111.74243528329477
1328,20,134.5303894847647
1329,20,114.98622227670086
1330,20,114.22696638535054
1331,20,132.1836182998618
1332,20,109.6691320443148
1333,20,112.20382719819773
1334,20,108.69398086545723
1335,20,115.25403483634031
1336,20,118.42137732767293
1337,20,110.4544177626675
1338,20,118.24936803110846
1339,20,122.21194136730298
1340,20,114.86837372620019
1341,20,119.81092286329155
1342,20,125.77837856039474
1343,20,118.47791035533248
1344,20,104.88674470951423
1345,20,106.63516589082519
1346,20,113.30131841811624
1347,20,108.42645053101614
1348,20,107.4981786474898
1349,20,114.65619303190053
1350,20,122.570611440676
1351,20,126.5436307907409
1352,20,107.04485737650836
1353,20,109.642154632412
1354,20,118.44841563463544
1355,20,114.62529914831275
1356,20,118.7909350474639
1357,20,124.64746825704759
1358,20,120.27112074785342
1359,20,113.9929718749753
1360,20,126.53028436597381
1361,20,106.43348406418262
1362,20,122.14604078997766
1363,20,117.48942426024342
1364,20,123.82089437457657
1365,20,138.06716164654733
1366,20,126.72458061193963
1367,20,114.0628591555406
1368,20,113.26545113587223
1369,20,107.52800048872777
1370,20,125.92109437716496
1371,20,124.87008731875068
1372,20,110.22623263877075
1373,20,109.06395938559626
1374,20,110.49902360741552
1375,20,113.95367652239042
1376,20,110.71792221337596
1377,20,108.6456150640958
1378,20,120.70892812238215
1379,20,116.45728195998949
1380,20,105.75711068019973
1381,20,108.36300243163811
1382,20,115.47508294138882
1383,20,103.02753126348202
1384,20,116.10993541420866
1385,20,125.62290320709589
1386,20,118.33696076578818
1387,20,114.78524690417186
1388,20,110.02709573027064
1389,20,115.15500860634646
1390,20,112.44408568016246
1391,20,138.67831647108704
1392,20,124.49640707765232
1393,20,104.73589917689131
1394,20,124.15212319161887
1395,20,124.59800408817375
1396,20,113.70751397967435
1397,20,116.05866960450014
1398,20,108.07940685418956
1399,20,111.36146868070082
1400,20,118.00421870791705
1401,20,111.82290680660135
1402,20,116.33544746734674
1403,20,115.57808261451349
1404,20,108.30109983826875
1405,20,117.20476586964317
1406,20,116.61760445925216
1407,20,114.99578956757597
1408,20,114.30980746639221
1409,20,120.66687925103375
1410,20,113.88118698231024
1411,20,114.14930532466688
1412,20,109.53378345940322
1413,20,110.69024843644857
1414,20,107.91057340467285
1415,20,119.5009076224319
1416,20,112.49584159699927
1417,20,111.09462740993342
1418,20,114.76120723107614
1419,20,113.02952724144708
1420,20,106.0136164140199
1421,20,120.62404888313954
1422,20,112.80403849180432
1423,20,119.93886476089568
1424,20,106.68110988382438
1425,20,111.31219203921415
1426,20,118.563334378833
1427,20,115.01650189287875
1428,20,104.27977133674867
1429,20,114.75054415058455
1430,20,111.56123858318172
1431,20,117.70404912120364
1432,20,115.47550863614211
1433,20,120.44426192744419
1434,20,108.87937312359375
1435,20,106.48648227974458
1436,20,114.10164949698247
1437,20,125.25297038635408
1438,20,105.89057538651187
1439,20,114.8056986769378
1440,20,112.51290768428512
1441,20,110.59699563107124
1442,20,112.79797121278271
1443,20,113.64951003750377
1444,20,117.78604016787219
1445,20,121.55090075402387
1446,20,118.08866879441173
1447,20,110.43057098135696
1448,20,110.01637686301169
1449,20,134.58529175881364
1450,20,121.07075958787445
1451,20,119.06760604465228
1452,20,122.81512845311009
1453,20,113.43223504933903
1454,20,114.24422092797747
1455,20,110.51736388286724
1456,20,114.11358034619187
1457,20,112.31072596457204
1458,20,118.1139461097653
1459,20,107.61024122386078
1460,20,113.35855769484981
1461,20,106.0285144560377
1462,20,102.20762462645416
1463,20,109.60957176883112
1464,20,127.26207141838388
1465,20,111.17285335830033
1466,20,108.84278595189863
1467,20,125.15075808085291
1468,20,118.6770365814501
1469,20,111.02659102953933
1470,20,108.17318825633461
1471,20,125.31838221144615
1472,20,110.75968710888274
1473,20,118.85190376427933
1474,20,104.30767327860788
1475,20,131.930343150541
1476,20,106.51283603569654
1477,20,120.89362906234206
1478,20,114.48638114143832
1479,20,115.32657634408216
1480,20,109.62845640602308
1481,20,112.98808075121616
1482,20,120.65510806271504
1483,20,108.48572768611521
1484,20,112.19482497987518
1485,20,110.72794444546565
1486,20,115.31337173164845
1487,20,115.26180662384024
1488,20,119.04571586167944
1489,20,122.90140575710714
1490,20,113.01866102198271
1491,20,108.55678554445585
1492,20,116.46885950644003
1493,20,129.60276361875017
1494,20,113.09456897327017
1495,20,118.55071875705897
1496,20,112.46932516881014
1497,20,113.01343329279223
1498,20,105.81193224055126
1499,20,122.21027397374127
1500,20,117.04791980655804
1501,20,115.05319256259858
1502,20,109.46013328821127
1503,20,113.49091592984415
1504,20,112.1984257109787
1505,20,104.91196793456497
1506,20,117.57883724635789
1507,20,117.06903979834654
1508,20,105.7958852274443
1509,20,106.66648317137104
1510,20,112.52491922218648
1511,20,102.78212704128453
1512,20,121.96527438747242
1513,20,109.27125511734013
1514,20,113.01825377279452
1515,20,109.74355800662572
1516,20,126.87940182976502
1517,20,112.68933361401838
1518,20,112.35585738842434
1519,20,119.40801298896108
1520,20,118.42363355222804
1521,20,107.90332533475276
1522,20,108.93537082221526
1523,20,112.87462158081033
1524,20,116.11045782296998
1525,20,109.6562711520229
1526,20,122.76756710348945
1527,20,108.6463213187827
1528,20,115.19019260497387
1529,20,116.73060609123226
1530,20,115.03256742294441
1531,20,114.02217714435469
1532,20,123.64673215181072
1533,20,116.26265509463789
1534,20,114.2270939900439
1535,20,123.30999589597754
1536,20,116.53861050825239
1537,20,109.0247245266941
1538,20,107.68951895857552
1539,20,121.75051917223364
1540,20,117.9259122924515
1541,20,115.36848685460839
1542,20,111.70546340026186
1543,20,131.8780481880207
1544,20,110.15931223484176
1545,20,108.05029307271096
1546,20,116.31047987215541
1547,20,127.60138391030753
1548,20,110.90346856827836
1549,20,120.2317729143476
1550,20,105.41160002935098
1551,20,129.13036901163247
1552,20,105.41032341968094
1553,20,112.33519429504027
1554,20,122.09068266096416
1555,20,115.73091344813191
1556,20,115.40559043463398
1557,20,102.48562976688022
1558,20,117.97900806434996
1559,20,110.92825700987788
1560,20,126.54664312594352
1561,20,107.74047051475557
1562,20,112.52620579697955
1563,20,117.01740848692899
1564,20,124.59345758433399
1565,20,122.73040271545503
1566,20,109.48079573927436
1567,20,112.32182613936996
1568,20,112.1710693727186
1569,20,113.49261110228181
1570,20,116.1869214720674
1571,20,118.27318256594437
1572,20,127.44598387906413
1573,20,124.37262113713798
1574,20,126.3515938558689
1575,20,108.59010589972316
1576,20,106.14512549330726
1577,20,117.47964412282514
1578,20,109.58063396230703
1579,20,114.64002185141737
1580,20,115.84793989807426
1581,20,114.52992137668198
1582,20,110.69032697616564
1583,20,117.07956606115704
1584,20,111.09265226213188
1585,20,116.48470597982995
1586,20,110.25782610566435
1587,20,126.58288159811835
1588,20,111.7943182640096
1589,20,106.3873785049768
1590,20,117.71450081837013
1591,20,107.55096492213534
1592,20,107.33745951110545
1593,20,106.69000446447171
1594,20,109.9783271017979
1595,20,114.2826684287266
1596,20,110.09523177216147
1597,20,104.24634849682792
1598,20,116.72546920992428
1599,20,130.0336096957045
1600,20,103.63429768746737
1601,20,107.76700074566479
1602,20,114.64650537581716
1603,20,117.41264709181678
1604,20,107.78808033497546
1605,20,126.9552291806319
1606,20,116.88388104548244
1607,20,115.62863973658473
1608,20,118.43395713371287
1609,20,129.6636014317889
1610,20,103.74208942946973
1611,20,107.66632634212556
1612,20,116.43567876526532
1613,20,109.35095733994746
1614,20,113.83937534380684
1615,20,124.8131625356753
1616,20,115.44868249623437
1617,20,107.62751139206559
1618,20,112.93551683081984
1619,20,122.41279251564995
1620,20,117.94622174990414
1621,20,119.28810944763642
1622,20,113.68778553750137
1623,20,115.80672237372501
1624,20,121.21373712437202
1625,20,111.39906488594931
1626,20,104.3257839056236
1627,20,108.95922049188675
1628,20,115.2484763775304
1629,20,119.64435539491166
1630,20,107.13660651510972
1631,20,125.28788924986294
1632,20,116.17007011232909
1633,20,116.6686667629028
1634,20,120.41501529420304
1635,20,119.12011599878352
1636,20,113.74764058841448
1637,20,109.1786984568883
1638,20,112.88701847325773
1639,20,110.44418713815003
1640,20,131.03332453639695
1641,20,108.6845720023565
1642,20,112.32386314457918
1643,20,114.55912742103469
1644,20,106.50354888445625
1645,20,106.34483078918402
1646,20,123.93977128538867
1647,20,113.87257125028474
1648,20,116.79426260815652
1649,20,112.28107945675202
1650,20,112.30595121621587
1651,20,113.06421968046254
1652,20,103.88726265789974
1653,20,115.11305163442569
1654,20,113.79914646380519
1655,20,102.47066166101645
1656,20,128.8825325989199
1657,20,109.58179181773014
1658,20,107.24289715593125
1659,20,106.49610323404099
1660,20,114.42391330220521
1661,20,112.74840587721252
1662,20,110.87038205437479
1663,20,117.80539988578585
1664,20,121.45502781508148
1665,20,117.26803329038628
1666,20,111.72446045556296
1667,20,115.35174679949219
1668,20,113.58869229748879
1669,20,111.8962607741511
1670,20,116.00999975466546
1671,20,124.70546469989763
1672,20,112.23782834328142
1673,20,106.06446839313668
1674,20,115.70831526866084
1675,20,119.39770009181119
1676,20,116.84662425718977
1677,20,110.13886515452035
1678,20,115.05345502487121
1679,20,108.21729944329388
1680,20,111.4638022916177
1681,20,115.52870528823229
1682,20,116.48344719355342
1683,20,116.07399756595576
1684,20,126.69507946872923
1685,20,114.92489293552335
1686,20,121.30827672628484
1687,20,114.66902176851187
1688,20,129.8556524725567
1689,20,109.01839700214407
1690,20,119.24721236878773
1691,20,123.14880584827513
1692,20,107.88306678908776
1693,20,106.09879958443423
1694,20,107.50396099491067
1695,20,125.25910786249278
1696,20,114.37422567085855
1697,20,110.5734174541636
1698,20,112.76452304971046
1699,20,114.90617411486241
1700,20,114.55598965395518
1701,20,109.9283049581626
1702,20,107.19873189791898
1703,20,105.9849130349329
1704,20,121.16419425215821
1705,20,107.52448879466306
1706,20,112.49701484509869
1707,20,112.63855863156294
1708,20,115.585214371992
1709,20,111.00022342575008
1710,20,107.57472024088318
1711,20,109.09691496755305
1712,20,119.16968073312312
1713,20,111.0841229267936
1714,20,121.40801054446081
1715,20,120.03531310653167
1716,20,106.08023874906527
1717,20,112.0843889059656
1718,20,112.61185000083199
1719,20,105.89132962416937
1720,20,123.5179231528021
1721,20,116.1311414597671
1722,20,113.27559952657747
1723,20,116.38182445318296
1724,20,131.76158082244066
1725,20,111.91116637472317
1726,20,117.46634810791492
1727,20,122.53647641134438
1728,20,113.8979631037104
1729,20,106.6782472338476
1730,20,111.5473207053077
1731,20,114.60818920097245
1732,20,119.63061584840034
1733,20,113.1263958018329
1734,20,119.37431785706667
1735,20,114.40896228185264
1736,20,104.6022346016297
1737,20,126.42948413567632
1738,20,109.8826812070061
1739,20,116.20849830180478
1740,20,106.47909430403513
1741,20,125.66465106544896
1742,20,114.33679637186094
1743,20,105.37286399341559
1744,20,112.76001344671471
1745,20,118.87494833654168
1746,20,113.62223188374287
1747,20,106.14357544536777
1748,20,125.3911506978736
1749,20,126.72911163553664
1750,20,116.82765920919205
1751,20,109.06045868497932
1752,20,115.81474508669464
1753,20,112.48730410142005
1754,20,129.63307671802065
1755,20,117.66102067909716
1756,20,119.17781222424424
1757,20,111.51397001484214
1758,20,125.75669106963316
1759,20,108.72145240943021
1760,20,101.91203625481833
1761,20,104.03312054391515
1762,20,116.1725189450004
1763,20,107.04180223565098
1764,20,113.65836595441732
1765,20,119.27960841367276
1766,20,125.33289460218644
1767,20,104.51637784610853
1768,20,129.25584276773628
1769,20,120.6945014737482
1770,20,113.45783027872352
1771,20,118.98154128425585
1772,20,105.83811175634442
1773,20,102.30751351547676
1774,20,120.91988126948883
1775,20,118.11215750666162
1776,20,102.36843259722036
1777,20,109.48092395729716
1778,20,117.80729412333366
1779,20,122.99434155362016
1780,20,111.57307594201248
1781,20,114.4615276749918
1782,20,107.8359259655998
1783,20,109.3683814301965
1784,20,107.37454432013864
1785,20,119.57865133050389
1786,20,102.8542603715502
1787,20,114.42349560300379
1788,20,109.36206014376751
1789,20,107.72209069577943
1790,20,116.52488136608945
1791,20,120.94116559309208
1792,20,118.52753696591265
1793,20,114.25523862315563
1794,20,117.46674877435066
1795,20,133.22907146181683
1796,20,126.67147113500327
1797,20,112.14903372635399
1798,20,122.68581394997265
1799,20,115.74303759437257
1800,20,116.88360343635122
1801,20,126.7461732236758
1802,20,108.20529944388753
1803,20,121.72427169123796
1804,20,111.32104222501322
1805,20,113.96321501625178
1806,20,122.3369995659933
1807,20,125.31473036993917
1808,20,108.92432403065445
1809,20,108.3986363360234
1810,20,114.24535892624283
1811,20,119.9545732184773
1812,20,114.37784767520316
1813,20,112.50360170350145
1814,20,111.58803000843932
1815,20,116.00557899434644
1816,20,117.9635722869678
1817,20,110.32891134220645
1818,20,109.9507208043606
1819,20,110.45348765019122
1820,20,128.81003546666375
1821,20,113.47557553363762
1822,20,114.36603436441528
1823,20,112.41231468558742
1824,20,125.2877326697934
1825,20,113.41255810892942
1826,20,112.74999443612695
1827,20,117.32959815352189
1828,20,103.00460464165526
1829,20,113.49620140598526
1830,20,114.0375771490951
1831,20,104.61929526542065
1832,20,122.59220461457897
1833,20,121.96411994176276
1834,20,108.16998826068269
1835,20,109.07326910354325
1836,20,125.72568698469098
1837,20,115.50261896507541
1838,20,111.1028517739129
1839,20,122.61255529146732
1840,20,127.24987173393801
1841,20,110.122347024101
1842,20,127.30606565967378
1843,20,111.39709632288472
1844,20,121.21684167823771
1845,20,116.76595603241591
1846,20,118.6331765394738
1847,20,126.96632891106745
1848,20,118.72856843919317
1849,20,125.54731034916098
1850,20,108.63337036890749
1851,20,125.17642775725459
1852,20,113.7421044556032
1853,20,113.67536769984886
1854,20,111.43486541077081
1855,20,131.02363934024592
1856,20,111.89828064328154
1857,20,102.52719472071409
1858,20,118.7844774902631
1859,20,119.46364180777067
1860,20,123.66649448097924
1861,20,124.41247658274582
1862,20,111.70617784760807
1863,20,112.77365622106356
1864,20,114.70120530817871
1865,20,106.68249699401032
1866,20,116.41116495405623
1867,20,110.82832532790842
1868,20,115.37240572637586
1869,20,107.82928304980135
1870,20,113.0622178636936
1871,20,127.44237650806531
1872,20,121.82028913358963
1873,20,107.87006364399704
1874,20,122.79585681219913
1875,20,119.34800121750914
1876,20,103.0045450814417
1877,20,118.87330135042248
1878,20,118.29122101510302
1879,20,119.87518302477747
1880,20,123.96103670008084
1881,20,108.62576365114523
1882,20,112.66565879948325
1883,20,116.91047089109523
1884,20,111.72642677582044
1885,20,105.40308509853315
1886,20,113.71486469914066
1887,20,117.59278534115865
1888,20,115.1532111498579
1889,20,120.3221246535532
1890,20,112.12794743749683
1891,20,113.12928540400267
1892,20,120.64761882787778
1893,20,109.17217469577014
1894,20,106.9647705593959
1895,20,110.00460028735112
1896,20,112.44811935132878
1897,20,137.8195778898786
1898,20,108.80088183922783
1899,20,124.84933138828043
1900,20,115.77145820815255
1901,20,111.50108051783207
1902,20,110.2991137237253
1903,20,113.16773286692955
1904,20,106.49876134272766
1905,20,121.47553350626461
1906,20,108.51045168813303
1907,20,110.74579575574737
1908,20,109.14706909666596
1909,20,109.60879095815343
1910,20,122.19984628514145
1911,20,108.663224372931
1912,20,118.49216696975844
1913,20,116.81044298104166
1914,20,116.28489783464012
1915,20,124.40210937987652
1916,20,107.60648179881605
1917,20,107.55108811267726
1918,20,115.52537261622393
1919,20,110.56295470278337
1920,20,103.63799637506233
1921,20,105.62905359050524
1922,20,110.08071683215015
1923,20,116.67671984209143
1924,20,109.8504860337655
1925,20,119.97636780258567
1926,20,116.79805543464005
1927,20,108.12774105547257
1928,20,119.86765318751489
1929,20,143.40362317890765
1930,20,110.31231851633441
1931,20,111.71969649006789
1932,20,111.70493860423193
1933,20,115.61028704687952
1934,20,121.21381609168431
1935,20,109.88493851674376
1936,20,107.30650736895394
1937,20,113.56795994850833
1938,20,107.23440497529515
1939,20,113.23133323040139
1940,20,119.46730669492693
1941,20,117.01254883250087
1942,20,109.2846600854885
1943,20,105.66297853471693
1944,20,113.17235041205899
1945,20,123.45351248494572
1946,20,118.7866023508112
1947,20,113.5451728313449
1948,20,107.63525204789454
1949,20,118.18767663381236
1950,20,111.38492712031616
1951,20,104.08176826154448
1952,20,111.39196003183659
1953,20,104.70196207774651
1954,20,111.74872331064878
1955,20,109.3495901167429
1956,20,110.73563717493552
1957,20,112.6360181058942
1958,20,117.32262846723076
1959,20,119.71397046716477
1960,20,112.5890409592157
1961,20,127.64224008868206
1962,20,124.96986645394097
1963,20,118.4731157463138
1964,20,111.92979269119657
1965,20,117.97963806735959
1966,20,109.89169060443203
1967,20,107.0351110889712
1968,20,118.87689831938097
1969,20,110.43903184496202
1970,20,114.556059925852
1971,20,112.7047292007318
1972,20,112.4762108473497
1973,20,112.26336119263821
1974,20,114.18393642641907
1975,20,104.10591587830848
1976,20,114.31914166108697
1977,20,106.55787831739039
1978,20,115.20295527552175
1979,20,118.59025804392043
1980,20,122.72632754606711
1981,20,115.29174187265207
1982,20,123.33151248469558
1983,20,118.01763746149743
1984,20,110.48141262490968
1985,20,106.52615440502915
1986,20,108.45509626956172
1987,20,108.38795714988538
1988,20,118.82992245664423
1989,20,109.66534574426635
1990,20,116.7303308887171
1991,20,108.73107233498986
1992,20,111.11296524831248
1993,20,122.59889752835755
1994,20,111.91593660969882
1995,20,111.86742217104506
1996,20,131.1027492445141
1997,20,110.6241534482617
1998,20,119.41064121882923
1999,20,109.08110129670149
2000,20,113.20449615712039
2001,20,117.45336231881419
2002,20,116.0298557657481
2003,20,105.0933326352554
2004,20,105.31409748768529
2005,20,108.10502650684711
2006,20,116.29080256259243
2007,20,113.67811274947633
2008,20,113.64710459232752
2009,20,111.9658272007095
2010,20,109.61546268239636
2011,20,109.97309546379086
2012,20,111.27899433116332
2013,20,109.78265883626631
2014,20,111.18226253871708
2015,20,106.53084690783433
2016,20,109.96491946126855
2017,20,117.83645382003624
2018,20,107.44595440829151
2019,20,107.06774434550044
2020,20,105.24180481022213
2021,20,106.99235070388599
2022,20,117.15329812477336
2023,20,130.50437691362342
2024,20,110.89536812366956
2025,20,120.2404260220742
2026,20,111.43182055061575
2027,20,110.4119726169579
2028,20,114.50378705322147
2029,20,134.70619281350812
2030,20,113.15307430345703
2031,20,114.23199519343166
2032,20,119.19789886935176
2033,20,129.85477199312066
2034,20,113.72896571550228
2035,20,106.45198917008827
2036,20,113.92143577728889
2037,20,107.17082776613374
2038,20,120.94974978020883
2039,20,117.19886193183913
2040,20,111.46800058094851
2041,20,118.10890631954044
2042,20,134.71511429451596
2043,20,116.32576761733094
2044,20,114.50060724972869
2045,20,112.99497773331933
2046,20,115.29922855789704
2047,20,107.21034334832319
2048,20,109.72680984035784
2049,20,126.84853598644662
2050,20,118.77896252225979
2051,20,120.37544759212646
2052,20,116.3902567928206
2053,20,104.55686785353507
2054,20,122.61561084738887
2055,20,105.09269157141254
2056,20,106.4624324258326
2057,20,114.72678855680743
2058,20,132.9615426519912
2059,20,114.02556085341193
2060,20,110.48967992637438
2061,20,106.84378273763193
2062,20,115.21986571654966
2063,20,106.95856782279695
2064,20,109.27797931467323
2065,20,110.12487928096253
2066,20,107.65123715618628
2067,20,118.68877170272225
2068,20,138.05985881249688
2069,20,131.46132080573045
2070,20,121.84664132200808
2071,20,108.05751237107432
2072,20,110.2422899277811
2073,20,111.30312950876976
2074,20,108.92383535612515
2075,20,104.55866712343114
2076,20,108.23566800363501
2077,20,118.48302006461381
2078,20,106.96392670357558
2079,20,118.23339601238216
2080,20,106.85884612647807
2081,20,115.7918431991835
2082,20,117.54459099720756
2083,20,109.06549056860112
2084,20,108.53693943694296
2085,20,116.7722610820688
2086,20,121.70302303963481
2087,20,118.60100908054301
2088,20,108.00164686573311
2089,20,115.64591313059907
2090,20,122.93925526461454
2091,20,110.03020407182657
2092,20,116.2119370805589
2093,20,122.61027541828415
2094,20,107.70779781254133
2095,20,114.78978290286031
2096,20,108.86773919812
2097,20,114.00707382570405
2098,20,108.33393644335024
2099,20,110.4789141376576
2100,20,110.92148332282869
2101,20,125.17487110081349
2102,20,112.97882736648666
2103,20,114.0828537610178
2104,20,106.37564529333427
2105,20,111.280870289385
2106,20,109.6885623940299
2107,20,118.44657296241337
2108,20,120.59704500642236
2109,20,110.66573053535043
2110,20,114.79298949765004
2111,20,108.53131433562288
2112,20,107.3585177056575
2113,20,109.15013786077714
2114,20,120.08605213352132
2115,20,118.62159518289482
2116,20,113.22018852348972
2117,20,118.49271198461756
2118,20,118.56157196251046
2119,20,112.6700454033095
2120,20,116.29836214817776
2121,20,113.03306419531003
2122,20,113.45910556667792
2123,20,113.38294842355792
2124,20,121.56451668197349
2125,20,119.01784545126694
2126,20,128.0815973843871
2127,20,110.40988758978831
2128,20,127.91700649093393
2129,20,109.9370961055433
2130,20,119.47622314814797
2131,20,126.87610306595704
2132,20,107.06620783967483
2133,20,112.57488851350608
2134,20,108.866218817749
2135,20,121.22496541987674
2136,20,115.49627891212953
2137,20,121.395039322033
2138,20,104.77516569352406
2139,20,121.04196221227431
2140,20,110.77480125306766
2141,20,121.31285364128598
2142,20,110.07521790049314
2143,20,112.20103082743077
2144,20,113.36565864915502
2145,20,121.94961139212595
2146,20,120.00481474240706
2147,20,106.02444020162582
2148,20,104.38994279762825
2149,20,114.1640554004401
2150,20,122.2587883148012
2151,20,133.390978451625
2152,20,110.47987729906137
2153,20,124.37020329584723
2154,20,105.19255418377426
2155,20,112.27493075433995
2156,20,117.74608038380144
2157,20,112.82083377588637
2158,20,128.64102903724995
2159,20,120.61000231568498
2160,20,127.10639993111181
2161,20,108.60730522367251
2162,20,112.68290046352988
2163,20,120.28782118130381
2164,20,109.0824353735985
2165,20,108.45022259359402
2166,20,115.64087242808446
2167,20,114.47503780976578
2168,20,113.7826042227008
2169,20,111.82269723267565
2170,20,112.47727593542928
2171,20,122.5759161188988
2172,20,111.8281701134433
2173,20,105.8318837224106
2174,20,120.37858384411098
2175,20,121.98765820165971
2176,20,101.07603222282111
2177,20,102.68107693468764
2178,20,112.10079006882953
2179,20,115.58518691783121
2180,20,114.50722012516076
2181,20,120.24607706269397
2182,20,116.30593524540438
2183,20,113.42577312637599
2184,20,109.40538561403594
2185,20,109.03353894975375
2186,20,121.72447398689926
2187,20,121.15288642304816
2188,20,107.6438272143343
2189,20,119.94299834762691
2190,20,106.26960283739218
2191,20,106.6259805041654
2192,20,108.46235613185833
2193,20,108.15458496214086
2194,20,110.67110754488658
2195,20,104.33992633685769
2196,20,105.62875885888042
2197,20,112.58545844063502
2198,20,116.15104712282627
2199,20,102.21556347722262
2200,20,118.91058792852073
2201,20,116.40898511865993
2202,20,115.04693023842253
2203,20,109.72797624127003
2204,20,108.13850471908168
2205,20,124.97301313528837
2206,20,109.21939518616422
2207,20,106.64739684392123
2208,20,112.34531931873347
2209,20,134.78871756254833
2210,20,108.88295477138331
2211,20,119.65206518737065
2212,20,111.40370390367005
2213,20,115.61105522738762
2214,20,108.61095032661439
2215,20,101.77950826908372
2216,20,115.43205281832249
2217,20,121.97551294484634
2218,20,115.76420802318803
2219,20,118.2314887554668
2220,20,106.9333977440057
2221,20,109.69996952724696
2222,20,121.78509605105077
2223,20,114.0921947094541
2224,20,121.32745725628352
2225,20,124.88108825740952
2226,20,110.61998447673813
2227,20,113.43194241296925
