N,logN,logA_noisy,alpha_true,regime_label
202,5.3082676974507095,-3.059456996318935,0.2722398159863737,1
371,5.916202062634389,-7.222652864122704,0.47102314159018854,0
421,6.042632833706135,-2.114453522772077,0.31932059032961313,1
240,5.480638923383658,-5.021898849653284,0.37595286955978513,1
272,5.605802066332762,-2.878911358308018,0.32857564924392635,1
437,6.079933195118474,-4.534065400208379,0.22188830872230977,1
305,5.720311776640199,-2.2981670755645585,0.26734272248125157,1
408,6.011267174428672,-6.596536696495095,0.3563565067686409,1
209,5.342334252012658,-7.319841476979104,0.42847858182400034,0
174,5.1590552992720005,-2.1434325501311497,0.3631103128271854,1
337,5.820082930382036,-5.218519254716167,0.36839568255508404,1
353,5.866468056961625,-2.2900730333732415,0.34790269962606146,1
48,3.8712010111162245,-1.0020551478438404,0.32994682269073045,1
28,3.332204510532347,-1.6137105557870246,0.4083794569072211,0
38,3.6375861599895436,-2.281129727133997,0.3794175907910625,1
55,4.007333185414289,-2.5004731950060366,0.313332782672365,1
156,5.04985600731364,-4.26825257016348,0.436936871641365,0
194,5.2678581591148745,-3.156889257112547,0.312789928081342,1
306,5.72358510198506,-5.640993501293542,0.35409018604322684,1
90,4.499809670441376,-3.9817539263366553,0.311507737467087,1
85,4.442651256607963,-1.336818517283224,0.2591298147037647,1
176,5.17048399509497,-2.570563405797771,0.29191567332910073,1
295,5.686975356373718,-4.3861174502784115,0.30976281929160815,1
261,5.564520407361008,-2.1742888149315096,0.34971105624100823,1
434,6.073044534123446,-4.6262290219149,0.39422659430541773,1
270,5.598421959035412,-1.9097127790373558,0.3471703569926716,1
369,5.910796644067627,-4.758166898498193,0.3378131028749542,1
61,4.110873864337246,-1.745545436730126,0.33153547244388626,1
377,5.932245187474536,-4.765082914424985,0.3108995221140014,1
62,4.127134385206382,-5.151390563659975,0.38976736382881244,1
261,5.564520407361008,-3.7393388804433076,0.36953638638669933,1
480,6.17378610392277,-6.642785638677545,0.3075554024108348,1
105,4.653960350252762,-4.134199809184764,0.27717813310731654,1
196,5.278114659281537,-4.988737403605222,0.24196021018198588,1
206,5.327876168838125,-2.840266571101859,0.27109077265074777,1
124,4.820281565685682,-3.850727434948204,0.2987778275657096,1
401,5.993961427331507,-6.500457801514813,0.36957374119885267,1
210,5.347107530765088,-1.6786699937289749,0.2749601015918456,1
266,5.583496308819293,-2.2006548412630726,0.2709784780487684,1
103,4.6347289883267235,-4.259208265000366,0.2699337860237059,1
499,6.212606095771559,-1.705561259588089,0.2831336904261391,1
254,5.537334267057907,-5.087018831444062,0.3593934424563494,1
477,6.167516490909305,-2.024482505470361,0.32326272235600484,1
46,3.8286413967064865,-2.3918190664983827,0.3476332812914654,1
415,6.028278520254795,-4.201816850833756,0.32437089476234904,1
71,4.26267987718216,-5.123989181184538,0.4352616939415038,0
135,4.905274778512504,-7.1386827992048145,0.5303295275908723,0
427,6.056784013252043,-5.22252772837896,0.3184132172353157,1
229,5.433722003597908,-8.99038466387012,0.4219944092107397,0
316,5.755742213618558,-7.507751980492045,0.37691906349940213,1
476,6.1654178542524285,-4.700495367989148,0.4674956028275448,0
141,4.94875989044909,-3.271761262666456,0.3648398195046808,1
41,3.71357206694821,-4.835621723685092,0.43297366930592623,0
278,5.627621113726608,-7.728942058195084,0.39574781442397444,1
474,6.161207321716174,-4.510263874831866,0.40729767595440974,0
431,6.066108090126949,-3.1188265267187574,0.2577603198077112,1
42,3.7376696185214637,-2.036266097773693,0.3122883049115319,1
243,5.493061443381701,-4.6873435549161115,0.3841768607770343,1
190,5.247024072213118,-7.576173070050625,0.35663404886087613,1
450,6.109247582786588,-7.510759153441759,0.4231902851125853,0
162,5.087596335294113,-6.545330769425446,0.4314640898593044,0
482,6.177944114071347,-3.336259458171977,0.37088128638580153,1
54,3.9889840467494597,-2.7466713798920064,0.4436211816021124,0
432,6.068425588267258,-4.95674264744394,0.30519754164404383,1
347,5.849324779975678,-3.0051869375239453,0.2607808606231757,1
466,6.144185634147105,-4.9131097036097815,0.4437606279910532,0
42,3.7376696185214637,-1.5577891499585994,0.3434545860016818,1
449,6.107022887764526,-2.768782379963058,0.2999152688792839,1
270,5.598421959035412,-1.2789362068377896,0.21878077848600141,1
276,5.620400865753382,-6.896276794500271,0.3784958202498182,1
333,5.808142490010474,-4.880512174631548,0.324757574327719,1
6,1.7917594708947218,-0.8568441676645936,0.3201558126573409,1
10,2.302585093994046,-2.2833700112012276,0.43200590361358715,0
220,5.393627546397816,-1.6999323284513619,0.34971294332323954,1
243,5.493061443381701,-6.351352134570338,0.510046450939355,0
308,5.730099783006042,-2.6219308846510105,0.44710617982222006,0
375,5.926926025997077,-4.371992050045213,0.37655436542163523,1
476,6.1654178542524285,-5.286471084309431,0.2783264379600374,1
180,5.192956850945766,-3.538107714015927,0.4068804490369739,0
225,5.416100402248865,-3.854477500131038,0.42222623784825364,0
157,5.0562458054120025,-1.3848171913825036,0.3171220201040173,1
6,1.7917594708947218,-2.06999305566324,0.3472873044306083,1
205,5.323009979187189,-4.105994257956843,0.3548498808681261,1
104,4.644390899237527,-2.9297012763209116,0.4409055410984047,0
147,4.990432586846763,-5.443062186710611,0.34622782817569425,1
63,4.1431347265502625,-3.112127981556627,0.4316282203877256,0
319,5.765191102816193,-7.588048727842202,0.4291155156359262,0
240,5.480638923383658,-5.723409976067695,0.35081079394127407,1
201,5.303304908108827,-2.103865471108941,0.32698556636734843,1
187,5.231108616908062,-4.868926405537419,0.3367184542663482,1
325,5.7838251823605065,-7.110431485787036,0.4330227651885461,0
129,4.859812404439191,-4.655836627693479,0.2982643311340521,1
343,5.837730447195095,-5.519196343862494,0.42634778735468337,0
358,5.8805329864286335,-5.368964600535638,0.40503049866329377,0
108,4.6821312272168125,-5.210146926002234,0.34965611976950745,1
213,5.361292165756374,-7.371201801590173,0.43350451612028185,0
382,5.9454206086327535,-2.577355275272166,0.3417967896073566,1
129,4.859812404439191,-2.8010358006483287,0.3980023016650429,1
212,5.356586274719183,-1.8219307602814807,0.4164626460639753,0
435,6.075346031111673,-6.434551900183864,0.4266118048890633,0
468,6.148468295939014,-7.54399416786606,0.4716487099411834,0
276,5.620400865753382,-3.7755414528338247,0.2965861864578044,1
75,4.3174881136696435,-4.09595546163286,0.3993319384485499,1
254,5.537334267057907,-10.10008867679144,0.5047577409440804,0
179,5.187385805896621,-4.7995348763726895,0.4470878723119893,0
11,2.3978952737074617,-3.01261559765993,0.38436337857142144,1
458,6.126869184136019,-3.4645815498386283,0.2841146226655139,1
58,4.060443010718833,-4.152520257216204,0.4269352172640669,0
31,3.433987204807727,-4.14839775663191,0.4110287246711517,0
220,5.393627546397816,-6.400049942948272,0.41888022018279,0
466,6.144185634147105,-4.506589828820331,0.33866547674530406,1
366,5.902633333428689,-8.549892987525139,0.4389265553542846,0
165,5.105945473961187,-3.863643273133954,0.2777350831090292,1
121,4.7957905456793855,-3.2684635315259647,0.32622130893374013,1
297,5.69373213883637,-2.7295878518209418,0.32203852312661596,1
333,5.808142490010474,-4.929921647342389,0.35209251228524324,1
445,6.098074282188712,-4.548484194936504,0.294576903016217,1
114,4.736198448482215,-3.67812028637763,0.4075359472313591,0
374,5.92425579744127,-4.672225961401945,0.4316236926330807,0
73,4.290459441285377,-1.9377582767033827,0.2923185200783152,1
492,6.198478716512633,-13.008592359126945,0.47448906837923116,0
118,4.770684624550411,-0.8956257035985541,0.16338080136578512,1
428,6.059123195605161,-2.9699256238084044,0.35940304416620955,1
207,5.332718793313679,-4.072558349656516,0.31052218526062036,1
463,6.137727054107832,-7.294602107191123,0.37791163012406903,1
301,5.707110264782099,-4.65449145762005,0.2420579005612547,1
106,4.663439094206407,-3.7283336963360036,0.23687071690269013,1
40,3.6888794543639363,-1.9705043668167264,0.32556684952623877,1
93,4.532599493260783,-4.197006927928026,0.36047234151171154,1
215,5.370638028174175,-2.4557649005674653,0.47024220953420565,0
60,4.094344562388767,-2.043688929322779,0.2651579255463252,1
348,5.85220247980321,-4.812976103836381,0.38677825881379946,1
130,4.8675344505325056,-5.892062633630959,0.44889365558378586,0
484,6.182084906737293,-4.706542514111907,0.2713886099508944,1
477,6.167516490909305,-8.570826721020262,0.3903921227292712,1
131,4.8751973232774874,-2.1963768611365833,0.2903062374567754,1
469,6.150602768467602,-2.583137081927295,0.2935818123632545,1
183,5.209486152896066,-3.6025534030291793,0.47877500948648377,0
255,5.5412635451976415,-5.636370132812637,0.35692343205168847,1
492,6.198478716512633,-6.642050589785549,0.4096878515104716,0
246,5.5053315359730135,-1.9698663374393,0.43649589088401863,0
130,4.8675344505325056,-3.984010313589807,0.29363603962426993,1
119,4.779123493195563,-5.605489208818611,0.32740567688506644,1
40,3.6888794543639363,-3.3304727493892585,0.2536535162301055,1
467,6.146329257690311,-4.312715047997068,0.3920836231388127,1
244,5.497168225334185,-1.2375651304322068,0.29625694266041963,1
191,5.252273428098986,-2.25956502791353,0.29495815977301154,1
499,6.212606095771559,-2.987521023764347,0.3101751154035489,1
33,3.4965075617695107,-2.5772855083309416,0.33339256618770613,1
456,6.122492809536316,-3.187755046088674,0.2863791237691554,1
391,5.968707560010941,-2.0083026892299842,0.320995174443385,1
484,6.182084906737293,-4.901063410328506,0.35272383168902693,1
65,4.1743872700494835,-3.616178999295907,0.2298631928745694,1
245,5.501258210585544,-5.311647532333123,0.36439620291353475,1
87,4.465908118769526,-2.487168475791876,0.3222761588031731,1
19,2.944438979692756,-3.702969280284514,0.3850095165637409,1
262,5.568344503799265,-9.422489237364063,0.49862814823741197,0
288,5.6629604801706686,-5.581559505811535,0.40860246639752484,0
479,6.1717005974317924,-3.317479170418261,0.33036165194293193,1
126,4.836281907030843,-3.3111101489161876,0.2765978905438088,1
278,5.627621113726608,-2.8815818516247376,0.2742772458336382,1
316,5.755742213618558,-4.124679701436693,0.37471812308036045,1
23,3.1354942163639326,-1.3190481071770361,0.2924345160145291,1
239,5.476463551973351,-4.692200726925497,0.41254685643520517,0
234,5.455321115400436,-3.5779960955602155,0.3610350680059532,1
142,4.955827057671684,-3.09154476143661,0.28846425042965534,1
448,6.104793232437307,-2.578245678635017,0.2547150160694958,1
221,5.398162701563002,-5.805907171557605,0.4671349179766983,0
111,4.7095302014024245,-1.700727208462701,0.3873223363033468,1
227,5.424950017525456,-3.42521005563814,0.3509794681069254,1
83,4.41884060791708,-1.2864067451875532,0.32975710408661735,1
260,5.560681631053989,-3.0416270772015097,0.31903354846817894,1
251,5.5254529391716245,-6.8002116515609945,0.3275014332812191,1
383,5.948034989206755,-6.619185388117125,0.3140360385113565,1
112,4.71849887138438,-3.7408273673053034,0.2761612858872219,1
54,3.9889840467494597,-1.8184093995324901,0.246135051905102,1
289,5.666426688147034,-3.734404233880257,0.3115856387456404,1
428,6.059123195605161,-5.528586917906176,0.25530484183115076,1
237,5.468060141177325,-2.691545233270888,0.39100597418527167,1
63,4.1431347265502625,-2.295479763642567,0.3532239142578999,1
244,5.497168225334185,-3.0944568397677448,0.1910511944378146,1
496,6.206575926745089,-8.25258559878428,0.38987001325687604,1
254,5.537334267057907,-2.271391282637115,0.2714401555491447,1
221,5.398162701563002,-2.8036558948199515,0.1896092335611142,1
147,4.990432586846763,-3.9958169374287786,0.2911842373405211,1
371,5.916202062634389,-2.8712355045793854,0.38843834779531083,1
114,4.736198448482215,-5.225539891660395,0.31204611275134253,1
426,6.0544393462928445,-7.710585730656531,0.391896756549541,1
492,6.198478716512633,-3.135134628429761,0.3182477854289843,1
126,4.836281907030843,-3.431611686967616,0.19033479733212977,1
34,3.526360524910279,-4.555052574609878,0.31668253688201153,1
393,5.973809611894707,-4.504471966505278,0.39196476848702805,1
206,5.327876168838125,-2.1661512146547772,0.334900528183113,1
81,4.394449154795895,-4.746961890266041,0.36636985822124646,1
180,5.192956850945766,-2.811953800925164,0.34423043249441554,1
218,5.384495062834961,-4.160439880352985,0.44574784910074783,0
254,5.537334267057907,-2.4452172001670927,0.23421884042937358,1
337,5.820082930382036,-5.133013503310983,0.33175899356155164,1
491,6.196444127814887,-3.787022231287234,0.2506983213663148,1
291,5.6733232672058564,-7.183581851711333,0.3362616354783682,1
91,4.5108595066267405,-3.2898127960994996,0.46513115733480925,0
173,5.153291594555583,-7.669515438173822,0.35231536236672595,1
281,5.638354669369333,-4.480694970273109,0.3758223733709481,1
60,4.094344562388767,-4.820400642832286,0.45192458312503003,0
109,4.691347882320887,-5.366547676810085,0.39399818316828206,1
8,2.079441542929836,-2.3131196553588564,0.25723881351430256,1
9,2.1972245784473308,-1.7900578353722254,0.37092600489331645,1
36,3.5835189387338877,-2.2200104270119128,0.25719082031533586,1
153,5.030437921457795,-2.8192552499448245,0.42150242374585123,0
293,5.680172609051197,-5.763336451439228,0.4179498951932619,0
261,5.564520407361008,-2.9480990104130456,0.29601664074421635,1
45,3.806662489992542,-3.368107929708285,0.46110894631966065,0
63,4.1431347265502625,-5.253832772250023,0.3792166808776945,1
346,5.846438775086626,-6.013243479954699,0.455746201296173,0
118,4.770684624550411,-6.0737030309378275,0.39001250313835484,1
493,6.200509174062974,-5.44070814187551,0.4152077351358815,0
62,4.127134385206382,-3.088920421513843,0.3085661603096108,1
149,5.0039463060125735,-2.1663185846230553,0.3932328911686846,1
141,4.94875989044909,-4.0206683458665555,0.38568786004547045,1
465,6.142037405608861,-2.894188055806074,0.2856804891336147,1
179,5.187385805896621,-3.131632434347443,0.27314789419081215,1
109,4.691347882320887,-2.4878651689185562,0.3517227838943903,1
45,3.806662489992542,-4.297326028764886,0.3202480146371619,1
53,3.9702919137408013,-3.081675552449926,0.3343617287164206,1
242,5.488937726198008,-3.0324331013767574,0.28148397203543796,1
314,5.7493929859401005,-1.6363090074820494,0.3763150337030244,1
332,5.805134968946609,-2.2672233195086693,0.284813256109817,1
497,6.20859002611675,-1.9062616582079255,0.371697232951425,1
75,4.3174881136696435,-1.9107423069329854,0.37634332633103784,1
285,5.652489180303738,-2.1565002476179167,0.22805025579036892,1
25,3.2188758252682006,-2.36758544230593,0.29628452779523884,1
405,6.00388706713123,-6.148202816141142,0.29754816880303003,1
487,6.1882641231031235,-4.0866025993647,0.4037350403544973,0
82,4.406719247386205,-2.7334617860137516,0.4089252796239629,0
270,5.598421959035412,-4.9175711688333745,0.40354026462282216,0
286,5.655991810854817,-5.116230945973586,0.34435521777001477,1
445,6.098074282188712,-5.833614713460235,0.3906604897087494,1
296,5.690359454357845,-6.790634186607866,0.34971916086883204,1
406,6.0063531596263635,-4.0004211130548955,0.34888375448668696,1
418,6.035481432548679,-5.8631447410797755,0.36972875868236443,1
279,5.631211781857208,-5.949178662744493,0.37484045643700764,1
415,6.028278520254795,-4.367780572007127,0.3665315110126605,1
42,3.7376696185214637,-3.9288670023172148,0.3647810496899019,1
185,5.220355825132379,-2.528031378251422,0.2563413433667815,1
414,6.025865973849469,-6.218504740735392,0.32693877233305024,1
58,4.060443010718833,-2.072948180886155,0.3288857219410517,1
104,4.644390899237527,-6.372866398713979,0.40721579634967553,0
344,5.840641657402468,-4.818144952341503,0.34139500630111397,1
143,4.962844630329838,-2.216967491261796,0.3393547173469133,1
398,5.986452005309563,-4.993291041708471,0.3824728290202957,1
264,5.575949103184195,-4.6400442464901115,0.36099577492093216,1
116,4.753590191192571,-5.2663601979694965,0.3272737937694481,1
59,4.077537444075211,-2.840546493047428,0.41083606014009,0
145,4.97673374248954,-2.013608008703935,0.45871258135421256,0
67,4.20469261954022,-3.7697175179704114,0.356068328726241,1
272,5.605802066332762,-2.978038036018151,0.4395543525294558,0
474,6.161207321716174,-3.180571408475746,0.22549016850649806,1
215,5.370638028174175,-3.6314770158894936,0.2752645929148624,1
190,5.247024072213118,-5.153180739964216,0.3917307036583723,1
275,5.616771097702935,-4.059073246475278,0.3822907640706231,1
433,6.070737728025585,-7.551345800148816,0.3720953177076378,1
225,5.416100402248865,-4.452236105844803,0.3713581962925731,1
148,4.997212273831683,-3.0023418099015347,0.3210068912003296,1
55,4.007333185414289,-4.81018528647836,0.39084956098565327,1
318,5.762051382811624,-4.801852591332693,0.4386992944068683,0
192,5.257495372079865,-5.646741258660098,0.3322451700593688,1
494,6.202535517208165,-2.226660928522119,0.3997396784186381,1
406,6.0063531596263635,-2.181646759666111,0.28781748187409517,1
153,5.030437921457795,-5.504036811325962,0.44871122465941166,0
338,5.823045895512605,-2.6552947520180186,0.3976780381339891,1
441,6.089044875469522,-5.113377633398332,0.3426249029332855,1
287,5.659482215794465,-3.160824353775499,0.3382620642156898,1
424,6.049733455255542,-5.477135092383718,0.38089935854969564,1
454,6.118097198063374,-5.014287921441555,0.39980300421185866,1
10,2.302585093994046,-3.653882250563572,0.37917676443252335,1
27,3.2958368663746995,-2.9730740073970807,0.22396564793934345,1
169,5.129898714982245,-3.8633284680340694,0.35733403050525847,1
285,5.652489180303738,-3.107247901178305,0.30384938117488713,1
242,5.488937726198008,-3.617566438306144,0.3720869307978281,1
64,4.158883083515922,-1.3579874259384246,0.39592456532371395,1
352,5.863631175626506,-3.165473434793781,0.41446254353577877,0
284,5.648974238196417,-4.883262218736797,0.3435439895776126,1
459,6.129050210082331,-5.430372522571829,0.33478505188900637,1
357,5.87773578180765,-5.1722506459638735,0.31204522151476954,1
414,6.025865973849469,-4.282653102998435,0.3738736260083501,1
371,5.916202062634389,-7.8276158015995705,0.3560375876246066,1
16,2.772588722864781,-1.9682982906350317,0.4116179577683037,0
339,5.826000107409949,-4.26651296891744,0.3931202101914189,1
475,6.163314804055694,-7.457678240855475,0.37939484447692934,1
163,5.093750200868112,-1.3068395939261217,0.3322061928904587,1
421,6.042632833706135,-2.5075115829160106,0.30430576736802917,1
93,4.532599493260783,-2.356555798653171,0.17207396920652296,1
298,5.697093486538962,-2.6610673714380324,0.3380546894161706,1
19,2.944438979692756,-1.636856414464072,0.343749992239045,1
338,5.823045895512605,-5.154394945676452,0.332117270667324,1
383,5.948034989206755,-4.831719648966241,0.2883564452738221,1
216,5.375278407730462,-1.372357053769826,0.27035813804447156,1
290,5.669880923015002,-2.276270173179892,0.39224047369777487,1
469,6.150602768467602,-6.520313056910019,0.2635559188082448,1
126,4.836281907030843,-1.929734515835789,0.2730411552659544,1
112,4.71849887138438,-3.4098958391975773,0.31036744276322953,1
19,2.944438979692756,-1.3808590934181033,0.32099794067519366,1
52,3.951243718773735,-2.34831653432975,0.2286791654804627,1
231,5.442417710565084,-3.8350282997221536,0.3848280188583695,1
368,5.908082938196105,-3.7234663978593057,0.40916464579468814,0
431,6.066108090126949,-3.192276972150224,0.4178774017951593,0
209,5.342334252012658,-2.659179979821713,0.29696105324877864,1
334,5.81114099300664,-4.362437889115077,0.3182442197919139,1
359,5.883322388516134,-8.124669425802933,0.4594352565349432,0
7,1.9459101504838847,-2.927345563827353,0.42338330050923223,0
29,3.3672958303313014,-2.3639379083112093,0.4175686205130934,0
383,5.948034989206755,-4.668137411624164,0.25245306939484463,1
144,4.969813299645445,-1.2597513004177872,0.3024345066606771,1
136,4.912654885809581,-1.3782329001880873,0.12236668766221465,1
152,5.023880520912066,-6.767720001676371,0.3614707592788974,1
227,5.424950017525456,-5.850141421729437,0.39907818367962533,1
63,4.1431347265502625,-4.404411646765113,0.3802573466654465,1
403,5.9989365619714965,-3.3721088618205055,0.39203623819983696,1
289,5.666426688147034,-1.6860973269590898,0.3723448582112814,1
349,5.8550719222310805,-2.853624571047812,0.3767430022517907,1
254,5.537334267057907,-4.097000414709006,0.4234646001954816,0
477,6.167516490909305,-3.909593424243391,0.2812006538790522,1
427,6.056784013252043,-5.163326619825182,0.3240739215966477,1
333,5.808142490010474,-7.366094256768806,0.45040593792922146,0
111,4.7095302014024245,-3.7549403993894517,0.34638982625274395,1
99,4.5951198502356,-3.0380924379145773,0.2276415712589861,1
55,4.007333185414289,-4.279616558425747,0.5219309504578684,0
283,5.645446897678573,-3.9943476856227234,0.42051275344733974,0
53,3.9702919137408013,-2.8708986241453616,0.22869544003841136,1
216,5.375278407730462,-3.411885076415982,0.36259047826850926,1
290,5.669880923015002,-5.597583791573541,0.30466804517512847,1
445,6.098074282188712,-6.258648268045832,0.31070638852812943,1
16,2.772588722864781,-1.4379720105961633,0.30031843566944333,1
98,4.5849674787726125,-1.8318526646373372,0.3139064359656581,1
302,5.710427017407982,-4.274543356941446,0.36176085114114925,1
221,5.398162701563002,-4.243459319577914,0.3489797052157789,1
82,4.406719247386205,-4.199328077408517,0.27301634784615936,1
351,5.8607862234943555,-1.565121643413395,0.1880665040121668,1
465,6.142037405608861,-2.340841001768517,0.324250320822699,1
187,5.231108616908062,-2.8874954080304374,0.5139886350135645,0
308,5.730099783006042,-3.0028869660309234,0.3054007620176942,1
85,4.442651256607963,-3.9686874868463278,0.402448603675179,0
120,4.787491742865379,-1.6703982996948592,0.2563169714871638,1
89,4.4886363698444995,-5.0218291566727995,0.44575709585187606,0
190,5.247024072213118,-1.8366839154781975,0.2071585034558618,1
35,3.555348061775128,-2.8867951100742584,0.4034118438028025,0
455,6.120297418972928,-7.887498094868223,0.3524623236017585,1
95,4.553876891705804,-2.146108227795373,0.3119976303439599,1
437,6.079933195118474,-2.4529090875850508,0.32984709959833214,1
336,5.817111159992966,-2.0177984990005715,0.3728496063135985,1
313,5.7462031905721025,-4.6183646234134335,0.37511409062391543,1
331,5.802118375407274,-2.523564675553107,0.42572271291539665,0
279,5.631211781857208,-2.2482832231717618,0.2667207042111002,1
368,5.908082938196105,-5.061863195533969,0.29590665300881763,1
204,5.318119993893236,-5.647633002641727,0.2659596345871489,1
80,4.382026634798882,-8.607908833159396,0.530374907813665,0
414,6.025865973849469,-3.121223790000262,0.24641360187208083,1
500,6.214608098442191,-5.74847176246814,0.3402661034170085,1
254,5.537334267057907,-3.212766251316591,0.4499780682615568,0
380,5.940171252746747,-2.567999557721828,0.3692884288833575,1
131,4.8751973232774874,-3.9017344413669446,0.45536334251823524,0
429,6.061456918951327,-4.961399354998998,0.3481382272239256,1
26,3.2580965384060976,-1.6236221558318444,0.3532955905191064,1
171,5.14166355656114,-3.740068545080931,0.40938430772550344,0
89,4.4886363698444995,-2.752517706002146,0.3203719810144018,1
166,5.111987788416784,-2.0914877501099465,0.2705580896150451,1
29,3.3672958303313014,-3.1108015159967484,0.30627858364456456,1
48,3.8712010111162245,-5.421215318739678,0.5079197224575197,0
389,5.963579343644153,-6.799663305208557,0.4553828557869575,0
225,5.416100402248865,-2.7091114054044687,0.36645468206735454,1
380,5.940171252746747,-7.962846997440299,0.4129972320858578,0
297,5.69373213883637,-4.194609211519107,0.4215702789497053,0
286,5.655991810854817,-6.682713489406461,0.4283541670737665,0
217,5.379897353586543,-2.605949680267556,0.2059516600164357,1
312,5.743003187841533,-1.8036461710579814,0.33641737117737014,1
174,5.1590552992720005,-6.012390268660351,0.4110921617906751,0
26,3.2580965384060976,-4.311591854545836,0.4280473164132913,0
451,6.111467339524851,-3.0239256699498873,0.38046461251844255,1
39,3.6635616463860567,-1.2543850362881055,0.272266242852995,1
300,5.703782474689534,-1.9322305835090514,0.3201280401686664,1
26,3.2580965384060976,-2.2725681156276853,0.35488393669409474,1
106,4.663439094206407,-3.1692788303118853,0.49297731295705,0
425,6.052089168947946,-4.428727112766599,0.3993415663879246,1
346,5.846438775086626,-4.022185649483662,0.4127122883377605,0
69,4.234106504742186,-1.7746637617101977,0.2736064421524869,1
54,3.9889840467494597,-4.023306918508691,0.3659829004095986,1
56,4.025351690913721,-2.70088509812602,0.4957452577313439,0
337,5.820082930382036,-5.163591879104964,0.4555052745211916,0
312,5.743003187841533,-3.5213155506690956,0.4581414996862649,0
173,5.153291594555583,-4.8794853053619365,0.3117405209731697,1
435,6.075346031111673,-3.6517619580007517,0.40295873474952576,0
337,5.820082930382036,-1.6268963037626871,0.31921564672300834,1
348,5.85220247980321,-4.70084404316281,0.37632675625889755,1
345,5.843544417060345,-4.3171571394148645,0.3260605446389973,1
323,5.7776523232536166,-6.729008453804439,0.3327429836099155,1
449,6.107022887764526,-4.94928769440328,0.31753803912984596,1
247,5.509388336668463,-3.554521458112642,0.32545027087624673,1
31,3.433987204807727,-2.804825367645163,0.29748902930973425,1
220,5.393627546397816,-7.652100203221197,0.40996348163288454,0
171,5.14166355656114,-1.929318717959108,0.3804836731138955,1
5,1.6094379144341004,-2.547647582975459,0.345902845104268,1
59,4.077537444075211,-3.3798050550937035,0.4353509440545837,0
197,5.28320372878875,-7.2370641001883635,0.38453347158536383,1
143,4.962844630329838,-4.0607552736900985,0.25977986832705735,1
128,4.852030263997742,-3.501599395462643,0.28889473963339296,1
207,5.332718793313679,-7.063787286701451,0.3768041131100066,1
465,6.142037405608861,-5.7682249123798455,0.35725024402822,1
266,5.583496308819293,-1.4189042663238427,0.4089724302417052,0
277,5.624017506223439,-2.188239857722619,0.3376944979101205,1
257,5.54907608493413,-5.241571866333763,0.3422910132956751,1
401,5.993961427331507,-2.8305992739211834,0.4286016421582445,0
487,6.1882641231031235,-3.520384019998838,0.43641911207509654,0
312,5.743003187841533,-6.88332576059242,0.35746234970195057,1
90,4.499809670441376,-4.810734251762672,0.4343341917816306,0
255,5.5412635451976415,-1.8327593338585815,0.2680039949193535,1
371,5.916202062634389,-5.811867252899449,0.34119368959743396,1
271,5.602118820916601,-3.968847964756945,0.3468366318786782,1
175,5.164785973980657,-3.0202757692575846,0.3875801393098071,1
109,4.691347882320887,-5.338200378531637,0.32877276151236967,1
138,4.927253685229669,-4.472437972117461,0.4623863776732014,0
181,5.198497031321074,-4.581409949436786,0.3727359205347266,1
322,5.774551545575465,-3.7019693746136664,0.3260134586558202,1
378,5.934894195646042,-1.4695530688840932,0.27065658101876633,1
20,2.995732274053991,-1.9168187183256566,0.49354239315137105,0
246,5.5053315359730135,-6.6124538481336455,0.3596582600475109,1
440,6.086774726935034,-2.825013064809016,0.2569169660893323,1
101,4.615120516940269,-3.043043323819072,0.27365309637639834,1
199,5.293304824774744,-3.8746042245748,0.3531621757556003,1
454,6.118097198063374,-4.024766264460878,0.382240929580965,1
49,3.891820298314708,-1.8748130222536312,0.3638757925091965,1
148,4.997212273831683,-1.6650680576864245,0.3941472209903922,1
244,5.497168225334185,-3.452066266152611,0.4837161627771332,0
451,6.111467339524851,-1.2716673247808568,0.28319370962264423,1
369,5.910796644067627,-8.29399824884347,0.35610325776376334,1
107,4.672828834555364,-4.01607220720745,0.32475895247610825,1
177,5.176149732630327,-2.5038454985985843,0.42541012667474215,0
426,6.0544393462928445,-7.929690692922654,0.3842584560857673,1
363,5.894402834292399,-5.851727549186811,0.3228527831777807,1
324,5.780743515823193,-8.209470719778514,0.46363129203051684,0
87,4.465908118769526,-4.038806966520674,0.25061440838783866,1
458,6.126869184136019,-6.967285135301243,0.36443951419164394,1
113,4.727387818800836,-2.9792829641490406,0.3210300975567333,1
10,2.302585093994046,-2.0471683945764916,0.3163858338128679,1
264,5.575949103184195,-7.1191273783177556,0.4527544508488048,0
182,5.2040066871317405,-4.296904274233058,0.3350248405272314,1
208,5.337538079749395,-1.900590300217521,0.4346429614225472,0
92,4.521788577157736,-3.0178531044716275,0.3871422337603519,1
23,3.1354942163639326,-3.173851103435721,0.34388501549009043,1
336,5.817111159992966,-7.559207426291174,0.4321443589751758,0
159,5.068904202283124,-1.7657099533539178,0.17623230749203547,1
477,6.167516490909305,-5.083887831742899,0.29068957495026104,1
213,5.361292165756374,-3.469555195561114,0.2627812293484785,1
99,4.5951198502356,-2.76436276253543,0.36345112028646015,1
413,6.023447592985246,-2.8397798483564554,0.2937631010329772,1
150,5.010635294162922,-1.4109246896148837,0.2130290422106714,1
495,6.204557762588892,-3.408822247116601,0.4054835265938034,0
414,6.025865973849469,-5.543595542570975,0.40812640912072334,0
242,5.488937726198008,-2.730242949292042,0.2418998582285543,1
